model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_random_conv5way_step39000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_random_conv5way_step39000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.174520
v52_random_conv5way_step39000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.202931
v52_random_conv5way_step39000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.100946
v52_random_conv5way_step39000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.131513
v52_random_conv5way_step39000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.125272
v52_random_conv5way_step39000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.090422
v52_random_conv5way_step39000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	0.016676
v52_random_conv5way_step39000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.146038
v52_random_conv5way_step39000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.006152
v52_random_conv5way_step39000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.234201
v52_random_conv5way_step39000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.113929
v52_random_conv5way_step39000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.009612
v52_random_conv5way_step39000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.111907
v52_random_conv5way_step39000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.151853
v52_random_conv5way_step39000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.062562
v52_random_conv5way_step39000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.575364
v52_random_conv5way_step39000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.047921
v52_random_conv5way_step39000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.024579
v52_random_conv5way_step39000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.256008
v52_random_conv5way_step39000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.197192
v52_random_conv5way_step39000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.061950
v52_random_conv5way_step39000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.043011
v52_random_conv5way_step39000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.064705
v52_random_conv5way_step39000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.061028
v52_random_conv5way_step39000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.249128
v52_random_conv5way_step39000	ara_Arab	mar_Deva	head	head	Semitic	Indo-Aryan	Arab	Deva	0.179059
v52_random_conv5way_step39000	ara_Arab	mlg_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.023186
v52_random_conv5way_step39000	ara_Arab	msa_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.172799
