model_key	phase	method	score_type	direction	src_lang	tgt_lang	examples	aligned_score_mean	aligned_score_std	hard_negative_score_mean	margin_mean	margin_min	recall_at_1	recall_at_5	recall_at_10	mrr	median_rank	hubness_at10_max_rate	hubness_at10_gini
fvt_mlm200	mlm200	fvt	centered_cosine	usp->acu	usp	acu	659	0.11041	0.147514	0.379287	-0.268877	-0.746838	0.013657	0.042489	0.092564	0.040619	154.0	0.132018	0.463386
fvt_mlm200	mlm200	fvt	csls_k10	usp->acu	usp	acu	659	-0.002026	0.000888	-0.000479	-0.001547	-0.004975	0.004552	0.027314	0.048558	0.025049	203.0	0.47648	0.856599
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->acu	usp	acu	659	-0.423042	0.254578	0.070269	-0.493311	-1.422797	0.016692	0.053111	0.086495	0.044681	149.0	0.047041	0.248727
fvt_mlm200	mlm200	fvt	raw_cosine	usp->ake	usp	ake	673	0.995945	0.000617	0.996938	-0.000992	-0.002903	0.004458	0.028232	0.046062	0.02196	235.0	0.864785	0.945882
fvt_mlm200	mlm200	fvt	centered_cosine	usp->ake	usp	ake	673	0.102659	0.135518	0.358337	-0.255678	-0.627763	0.007429	0.022288	0.046062	0.028831	148.0	0.098068	0.459269
fvt_mlm200	mlm200	fvt	csls_k10	usp->ake	usp	ake	673	-0.001637	0.000714	-0.000391	-0.001246	-0.003712	0.005944	0.029718	0.063893	0.027976	202.0	0.557207	0.868514
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->ake	usp	ake	673	-0.406678	0.216688	0.059946	-0.466624	-1.210713	0.005944	0.02526	0.049034	0.028634	159.0	0.041605	0.230551
fvt_mlm200	mlm200	fvt	raw_cosine	usp->bsn	usp	bsn	629	0.995672	0.001029	0.997156	-0.001484	-0.004708	0.007949	0.022258	0.041335	0.024662	237.0	0.861685	0.958317
fvt_mlm200	mlm200	fvt	centered_cosine	usp->bsn	usp	bsn	629	0.102549	0.149638	0.381351	-0.278802	-0.799234	0.023847	0.046105	0.060413	0.043723	150.0	0.106518	0.463331
fvt_mlm200	mlm200	fvt	csls_k10	usp->bsn	usp	bsn	629	-0.002459	0.001259	-0.000487	-0.001972	-0.006645	0.009539	0.030207	0.050874	0.029985	206.0	0.669316	0.914275
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->bsn	usp	bsn	629	-0.450797	0.259211	0.066862	-0.517659	-1.628733	0.020668	0.039746	0.062003	0.04176	149.0	0.044515	0.22318
fvt_mlm200	mlm200	fvt	raw_cosine	usp->chr	usp	chr	678	0.98833	0.001794	0.991434	-0.003104	-0.007531	0.00295	0.00885	0.017699	0.013152	337.0	1.0	0.980988
fvt_mlm200	mlm200	fvt	centered_cosine	usp->chr	usp	chr	678	0.075627	0.118055	0.259181	-0.183554	-0.706164	0.00295	0.011799	0.032448	0.019124	183.0	0.134218	0.434746
fvt_mlm200	mlm200	fvt	csls_k10	usp->chr	usp	chr	678	-0.004822	0.001874	-0.001184	-0.003638	-0.008407	0.00295	0.00885	0.017699	0.013436	319.0	0.941003	0.973657
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->chr	usp	chr	678	-0.363018	0.202802	0.004017	-0.367035	-1.283084	0.00295	0.013274	0.030973	0.019029	184.0	0.061947	0.368302
fvt_mlm200	mlm200	fvt	raw_cosine	usp->cop	usp	cop	678	0.987129	0.002069	0.990432	-0.003303	-0.019984	0.001475	0.0059	0.014749	0.010444	339.0	1.0	0.984805
fvt_mlm200	mlm200	fvt	centered_cosine	usp->cop	usp	cop	678	0.057335	0.113922	0.222834	-0.165499	-0.649059	0.00295	0.011799	0.026549	0.016013	225.0	0.137168	0.480312
fvt_mlm200	mlm200	fvt	csls_k10	usp->cop	usp	cop	678	-0.004974	0.002076	-0.001505	-0.003469	-0.021114	0.001475	0.0059	0.014749	0.010686	333.0	0.998525	0.981038
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->cop	usp	cop	678	-0.351449	0.195094	-0.027601	-0.323849	-1.187115	0.0	0.00885	0.025074	0.013553	221.0	0.075221	0.40207
fvt_mlm200	mlm200	fvt	raw_cosine	usp->kbh	usp	kbh	501	0.996251	0.000834	0.997217	-0.000966	-0.003681	0.013972	0.0499	0.06986	0.03936	171.0	0.55489	0.894439
fvt_mlm200	mlm200	fvt	centered_cosine	usp->kbh	usp	kbh	501	0.112477	0.157049	0.386894	-0.274417	-0.737389	0.01996	0.05988	0.10978	0.053714	119.0	0.121756	0.442993
fvt_mlm200	mlm200	fvt	csls_k10	usp->kbh	usp	kbh	501	-0.001946	0.001051	-0.000468	-0.001478	-0.004783	0.021956	0.055888	0.091816	0.049756	157.0	0.363273	0.816199
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->kbh	usp	kbh	501	-0.429238	0.283198	0.07615	-0.505388	-1.63636	0.027944	0.06986	0.125749	0.061325	118.0	0.063872	0.243622
fvt_mlm200	mlm200	fvt	raw_cosine	usp->nhg	usp	nhg	673	0.996429	0.000804	0.997426	-0.000998	-0.003351	0.011887	0.037147	0.052006	0.031362	214.0	0.7474	0.90848
fvt_mlm200	mlm200	fvt	centered_cosine	usp->nhg	usp	nhg	673	0.119844	0.157441	0.399099	-0.279256	-0.858151	0.019316	0.060921	0.095097	0.050411	153.0	0.129272	0.453881
fvt_mlm200	mlm200	fvt	csls_k10	usp->nhg	usp	nhg	673	-0.00203	0.001018	-0.00051	-0.00152	-0.005047	0.019316	0.035661	0.057949	0.038443	195.0	0.508172	0.826847
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->nhg	usp	nhg	673	-0.44645	0.278348	0.0723	-0.518749	-1.565542	0.020802	0.065379	0.096582	0.052333	147.0	0.063893	0.246522
fvt_mlm200	mlm200	fvt	raw_cosine	usp->oji	usp	oji	674	0.987084	0.001989	0.991264	-0.00418	-0.008586	0.001484	0.010386	0.023739	0.012132	332.0	1.0	0.981501
fvt_mlm200	mlm200	fvt	centered_cosine	usp->oji	usp	oji	674	0.093921	0.124141	0.260722	-0.166801	-0.643372	0.005935	0.023739	0.05638	0.028114	161.0	0.081602	0.406477
fvt_mlm200	mlm200	fvt	csls_k10	usp->oji	usp	oji	674	-0.005338	0.002046	-0.000863	-0.004475	-0.009093	0.002967	0.011869	0.020772	0.013513	321.0	0.986647	0.976731
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->oji	usp	oji	674	-0.339147	0.20591	-0.004174	-0.334973	-1.201967	0.008902	0.022255	0.045994	0.028116	160.0	0.057863	0.357835
fvt_mlm200	mlm200	fvt	raw_cosine	usp->syr	usp	syr	678	0.978919	0.003703	0.986533	-0.007615	-0.017612	0.001475	0.007375	0.013274	0.010533	338.0	1.0	0.984095
fvt_mlm200	mlm200	fvt	centered_cosine	usp->syr	usp	syr	678	0.017009	0.107642	0.236585	-0.219575	-0.697773	0.001475	0.011799	0.025074	0.013898	298.0	0.09292	0.466414
fvt_mlm200	mlm200	fvt	csls_k10	usp->syr	usp	syr	678	-0.009631	0.003772	-0.001717	-0.007915	-0.018828	0.00295	0.010324	0.014749	0.011619	337.0	1.0	0.983523
fvt_mlm200	mlm200	fvt	centered_csls_k10	usp->syr	usp	syr	678	-0.409116	0.204241	0.01619	-0.425306	-1.385963	0.0	0.0059	0.023599	0.011303	294.0	0.061947	0.35144
fvt_zero	zero_step_init	fvt	raw_cosine	acu->ake	acu	ake	654	0.996264	0.000781	0.997783	-0.001519	-0.004782	0.003058	0.015291	0.030581	0.01807	241.0	0.900612	0.928942
fvt_zero	zero_step_init	fvt	centered_cosine	acu->ake	acu	ake	654	0.109872	0.174386	0.41797	-0.308098	-0.988355	0.006116	0.030581	0.058104	0.026252	178.0	0.111621	0.493449
fvt_zero	zero_step_init	fvt	csls_k10	acu->ake	acu	ake	654	-0.002132	0.001067	-0.000109	-0.002023	-0.006373	0.0	0.022936	0.039755	0.018877	206.0	0.692661	0.863519
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->ake	acu	ake	654	-0.508395	0.286756	0.06014	-0.568535	-1.799542	0.004587	0.030581	0.055046	0.027035	183.0	0.050459	0.261257
fvt_zero	zero_step_init	fvt	raw_cosine	acu->bsn	acu	bsn	620	0.996218	0.001096	0.997888	-0.00167	-0.009367	0.004839	0.030645	0.051613	0.02398	209.0	0.670968	0.917563
fvt_zero	zero_step_init	fvt	centered_cosine	acu->bsn	acu	bsn	620	0.137701	0.168279	0.420342	-0.282641	-1.013414	0.014516	0.058065	0.080645	0.044295	130.0	0.120968	0.487815
fvt_zero	zero_step_init	fvt	csls_k10	acu->bsn	acu	bsn	620	-0.002449	0.001524	-9.8e-05	-0.002351	-0.015275	0.006452	0.037097	0.06129	0.029235	193.0	0.382258	0.839811
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->bsn	acu	bsn	620	-0.455961	0.295878	0.062312	-0.518273	-1.886402	0.009677	0.058065	0.082258	0.042046	127.0	0.05	0.258134
fvt_zero	zero_step_init	fvt	raw_cosine	acu->chr	acu	chr	659	0.985607	0.002802	0.99139	-0.005783	-0.012393	0.0	0.010622	0.025797	0.011893	323.0	0.986343	0.980353
fvt_zero	zero_step_init	fvt	centered_cosine	acu->chr	acu	chr	659	0.122873	0.178707	0.339802	-0.216929	-0.829737	0.007587	0.034901	0.059181	0.029337	177.0	0.091047	0.480068
fvt_zero	zero_step_init	fvt	csls_k10	acu->chr	acu	chr	659	-0.007495	0.00301	-0.001262	-0.006232	-0.017305	0.0	0.013657	0.027314	0.012848	310.0	0.895296	0.972236
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->chr	acu	chr	659	-0.425615	0.267581	-0.011959	-0.413656	-1.604814	0.007587	0.027314	0.056146	0.028089	172.0	0.047041	0.314136
fvt_zero	zero_step_init	fvt	raw_cosine	acu->cop	acu	cop	659	0.984888	0.003574	0.991445	-0.006557	-0.023077	0.003035	0.009105	0.015175	0.012698	329.0	0.983308	0.980161
fvt_zero	zero_step_init	fvt	centered_cosine	acu->cop	acu	cop	659	0.102255	0.181226	0.322494	-0.220239	-1.013266	0.004552	0.010622	0.028832	0.018035	211.0	0.101669	0.54112
fvt_zero	zero_step_init	fvt	csls_k10	acu->cop	acu	cop	659	-0.008437	0.00369	-0.001605	-0.006832	-0.025958	0.003035	0.010622	0.015175	0.012898	331.0	0.834598	0.971246
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->cop	acu	cop	659	-0.454591	0.28514	-0.034236	-0.420355	-2.036143	0.004552	0.019727	0.031866	0.019229	207.0	0.063733	0.390545
fvt_zero	zero_step_init	fvt	raw_cosine	acu->kbh	acu	kbh	488	0.99717	0.000692	0.998125	-0.000955	-0.003873	0.008197	0.040984	0.077869	0.036958	126.0	0.565574	0.818853
fvt_zero	zero_step_init	fvt	centered_cosine	acu->kbh	acu	kbh	488	0.150597	0.173716	0.433664	-0.283067	-0.835087	0.020492	0.067623	0.102459	0.053545	94.0	0.137295	0.490049
fvt_zero	zero_step_init	fvt	csls_k10	acu->kbh	acu	kbh	488	-0.001462	0.000979	-1.1e-05	-0.001451	-0.006896	0.020492	0.043033	0.096311	0.049394	104.0	0.293033	0.628754
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->kbh	acu	kbh	488	-0.432655	0.290014	0.071396	-0.50405	-1.801958	0.02459	0.069672	0.106557	0.057341	95.0	0.05123	0.225075
fvt_zero	zero_step_init	fvt	raw_cosine	acu->nhg	acu	nhg	655	0.997305	0.000688	0.998279	-0.000974	-0.00389	0.01374	0.047328	0.079389	0.039588	163.0	0.314504	0.84206
fvt_zero	zero_step_init	fvt	centered_cosine	acu->nhg	acu	nhg	655	0.157984	0.180781	0.450828	-0.292844	-0.887343	0.022901	0.067176	0.112977	0.056232	136.0	0.105344	0.499736
fvt_zero	zero_step_init	fvt	csls_k10	acu->nhg	acu	nhg	655	-0.001546	0.001016	-8e-06	-0.001538	-0.005918	0.01374	0.065649	0.109924	0.045705	148.0	0.169466	0.695184
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->nhg	acu	nhg	655	-0.461627	0.305223	0.064444	-0.526071	-1.785002	0.01374	0.068702	0.125191	0.052268	130.0	0.048855	0.242325
fvt_zero	zero_step_init	fvt	raw_cosine	acu->oji	acu	oji	655	0.982408	0.003617	0.991317	-0.008909	-0.019405	0.001527	0.007634	0.018321	0.012022	324.0	1.0	0.983015
fvt_zero	zero_step_init	fvt	centered_cosine	acu->oji	acu	oji	655	0.126244	0.170706	0.332699	-0.206455	-1.050189	0.00916	0.036641	0.053435	0.032692	160.0	0.112977	0.455322
fvt_zero	zero_step_init	fvt	csls_k10	acu->oji	acu	oji	655	-0.010413	0.003829	-0.000979	-0.009434	-0.025138	0.003053	0.00916	0.016794	0.012954	319.0	0.996947	0.977867
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->oji	acu	oji	655	-0.413248	0.268737	-0.01362	-0.399628	-2.090478	0.012214	0.036641	0.061069	0.033538	161.0	0.048855	0.308537
fvt_zero	zero_step_init	fvt	raw_cosine	acu->syr	acu	syr	659	0.977399	0.003736	0.988691	-0.011292	-0.021729	0.001517	0.007587	0.018209	0.011812	317.0	1.0	0.983827
fvt_zero	zero_step_init	fvt	centered_cosine	acu->syr	acu	syr	659	0.066983	0.149005	0.306526	-0.239543	-0.808965	0.004552	0.01214	0.031866	0.019498	238.0	0.144158	0.577445
fvt_zero	zero_step_init	fvt	csls_k10	acu->syr	acu	syr	659	-0.011468	0.003931	-0.000362	-0.011106	-0.026011	0.001517	0.010622	0.016692	0.012442	308.0	0.995448	0.982815
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->syr	acu	syr	659	-0.445174	0.25737	-0.006746	-0.438429	-1.569297	0.0	0.01214	0.031866	0.01552	234.0	0.056146	0.334917
fvt_zero	zero_step_init	fvt	raw_cosine	acu->usp	acu	usp	659	0.996149	0.000727	0.997674	-0.001526	-0.005427	0.01214	0.028832	0.039454	0.027466	231.0	0.852807	0.945643
fvt_zero	zero_step_init	fvt	centered_cosine	acu->usp	acu	usp	659	0.127337	0.170007	0.414242	-0.286905	-0.922891	0.010622	0.045524	0.069803	0.036384	158.0	0.122914	0.521809
fvt_zero	zero_step_init	fvt	csls_k10	acu->usp	acu	usp	659	-0.002025	0.000973	-0.000113	-0.001913	-0.00883	0.013657	0.030349	0.047041	0.03158	188.0	0.505311	0.872771
fvt_zero	zero_step_init	fvt	centered_csls_k10	acu->usp	acu	usp	659	-0.466012	0.28636	0.057836	-0.523848	-1.880112	0.013657	0.047041	0.074355	0.039017	146.0	0.048558	0.263944
fvt_zero	zero_step_init	fvt	raw_cosine	ake->acu	ake	acu	654	0.996264	0.000781	0.997411	-0.001147	-0.006364	0.006116	0.018349	0.036697	0.020717	227.0	0.616208	0.926249
fvt_zero	zero_step_init	fvt	centered_cosine	ake->acu	ake	acu	654	0.109872	0.174386	0.423461	-0.313589	-0.905889	0.007645	0.030581	0.047401	0.028222	185.0	0.117737	0.513005
fvt_zero	zero_step_init	fvt	csls_k10	ake->acu	ake	acu	654	-0.002132	0.001067	-0.000408	-0.001725	-0.008403	0.003058	0.027523	0.045872	0.021634	221.0	0.405199	0.845877
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->acu	ake	acu	654	-0.508395	0.286756	0.061056	-0.569451	-1.746229	0.007645	0.029052	0.04893	0.027413	176.0	0.053517	0.263522
fvt_zero	zero_step_init	fvt	raw_cosine	ake->bsn	ake	bsn	625	0.994695	0.001122	0.996814	-0.002119	-0.007618	0.0032	0.0128	0.0192	0.015796	262.0	0.8672	0.959914
fvt_zero	zero_step_init	fvt	centered_cosine	ake->bsn	ake	bsn	625	0.09347	0.168162	0.405488	-0.312018	-0.989354	0.0032	0.0192	0.0384	0.020467	187.0	0.1024	0.48613
fvt_zero	zero_step_init	fvt	csls_k10	ake->bsn	ake	bsn	625	-0.003013	0.001366	-0.000329	-0.002684	-0.010182	0.0032	0.0128	0.0304	0.016621	234.0	0.6272	0.921761
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->bsn	ake	bsn	625	-0.523607	0.290471	0.054425	-0.578032	-1.90406	0.0048	0.016	0.0416	0.021394	187.0	0.048	0.239126
fvt_zero	zero_step_init	fvt	raw_cosine	ake->chr	ake	chr	673	0.98399	0.002789	0.989539	-0.005549	-0.013111	0.001486	0.011887	0.022288	0.012285	329.0	1.0	0.982304
fvt_zero	zero_step_init	fvt	centered_cosine	ake->chr	ake	chr	673	0.119413	0.165051	0.327871	-0.208458	-0.810901	0.001486	0.019316	0.046062	0.021051	172.0	0.114413	0.467225
fvt_zero	zero_step_init	fvt	csls_k10	ake->chr	ake	chr	673	-0.007066	0.002903	-0.001519	-0.005547	-0.013642	0.002972	0.011887	0.022288	0.014317	316.0	0.967311	0.975862
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->chr	ake	chr	673	-0.425535	0.252248	-0.016378	-0.409157	-1.464754	0.004458	0.011887	0.035661	0.021759	174.0	0.049034	0.336809
fvt_zero	zero_step_init	fvt	raw_cosine	ake->cop	ake	cop	673	0.983219	0.003635	0.989365	-0.006146	-0.015267	0.002972	0.008915	0.017831	0.011961	335.0	1.0	0.982403
fvt_zero	zero_step_init	fvt	centered_cosine	ake->cop	ake	cop	673	0.101424	0.172318	0.308139	-0.206715	-0.87164	0.004458	0.017831	0.035661	0.019985	211.0	0.10847	0.498115
fvt_zero	zero_step_init	fvt	csls_k10	ake->cop	ake	cop	673	-0.007939	0.00369	-0.001949	-0.00599	-0.016767	0.002972	0.008915	0.020802	0.012695	334.0	0.961367	0.976727
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->cop	ake	cop	673	-0.456873	0.279556	-0.04326	-0.413613	-1.693334	0.002972	0.014859	0.044577	0.019869	218.0	0.066865	0.423573
fvt_zero	zero_step_init	fvt	raw_cosine	ake->kbh	ake	kbh	500	0.996277	0.000824	0.997431	-0.001154	-0.004701	0.008	0.03	0.044	0.02731	180.0	0.736	0.911978
fvt_zero	zero_step_init	fvt	centered_cosine	ake->kbh	ake	kbh	500	0.110063	0.17573	0.404448	-0.294386	-0.780492	0.008	0.038	0.066	0.037369	138.0	0.158	0.524977
fvt_zero	zero_step_init	fvt	csls_k10	ake->kbh	ake	kbh	500	-0.001979	0.0011	-0.000322	-0.001657	-0.006637	0.01	0.03	0.054	0.032042	165.0	0.474	0.819822
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->kbh	ake	kbh	500	-0.463198	0.283935	0.059335	-0.522532	-1.697094	0.014	0.044	0.08	0.042267	134.0	0.064	0.270106
fvt_zero	zero_step_init	fvt	raw_cosine	ake->nhg	ake	nhg	669	0.996094	0.000869	0.99735	-0.001256	-0.008002	0.008969	0.020927	0.041854	0.023544	242.0	0.641256	0.928027
fvt_zero	zero_step_init	fvt	centered_cosine	ake->nhg	ake	nhg	669	0.11793	0.164279	0.415726	-0.297797	-0.857044	0.00299	0.028401	0.050822	0.02659	168.0	0.152466	0.548793
fvt_zero	zero_step_init	fvt	csls_k10	ake->nhg	ake	nhg	669	-0.002178	0.001189	-0.000391	-0.001787	-0.013488	0.008969	0.023916	0.047833	0.02669	220.0	0.369208	0.852708
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->nhg	ake	nhg	669	-0.473998	0.27616	0.057175	-0.531174	-1.67091	0.007474	0.028401	0.061285	0.031018	162.0	0.059791	0.289702
fvt_zero	zero_step_init	fvt	raw_cosine	ake->oji	ake	oji	673	0.980986	0.003719	0.989364	-0.008378	-0.019005	0.002972	0.011887	0.017831	0.012335	335.0	1.0	0.984047
fvt_zero	zero_step_init	fvt	centered_cosine	ake->oji	ake	oji	673	0.112529	0.16874	0.329241	-0.216712	-0.876775	0.011887	0.028232	0.044577	0.029643	183.0	0.104012	0.442808
fvt_zero	zero_step_init	fvt	csls_k10	ake->oji	ake	oji	673	-0.009887	0.003957	-0.001249	-0.008639	-0.021864	0.002972	0.010401	0.016345	0.0131	332.0	0.998514	0.98062
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->oji	ake	oji	673	-0.444163	0.279252	-0.019181	-0.424981	-1.607191	0.011887	0.02526	0.052006	0.030277	180.0	0.046062	0.317755
fvt_zero	zero_step_init	fvt	raw_cosine	ake->syr	ake	syr	673	0.975843	0.003884	0.986576	-0.010733	-0.021488	0.001486	0.007429	0.014859	0.011337	326.0	1.0	0.984715
fvt_zero	zero_step_init	fvt	centered_cosine	ake->syr	ake	syr	673	0.067036	0.134478	0.289989	-0.222954	-0.794713	0.005944	0.014859	0.037147	0.021438	232.0	0.193165	0.586087
fvt_zero	zero_step_init	fvt	csls_k10	ake->syr	ake	syr	673	-0.011507	0.00403	-0.000974	-0.010534	-0.026278	0.001486	0.007429	0.017831	0.011428	318.0	1.0	0.98376
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->syr	ake	syr	673	-0.413318	0.224044	-0.009686	-0.403631	-1.562138	0.002972	0.026746	0.040119	0.020884	232.0	0.057949	0.325831
fvt_zero	zero_step_init	fvt	raw_cosine	ake->usp	ake	usp	673	0.995822	0.000723	0.997051	-0.001229	-0.003879	0.002972	0.016345	0.038633	0.018723	232.0	0.699851	0.945744
fvt_zero	zero_step_init	fvt	centered_cosine	ake->usp	ake	usp	673	0.127586	0.168041	0.409884	-0.282298	-0.771127	0.001486	0.029718	0.054978	0.026714	161.0	0.109955	0.523293
fvt_zero	zero_step_init	fvt	csls_k10	ake->usp	ake	usp	673	-0.001934	0.000951	-0.00031	-0.001625	-0.005355	0.002972	0.029718	0.041605	0.023957	194.0	0.569094	0.877538
fvt_zero	zero_step_init	fvt	centered_csls_k10	ake->usp	ake	usp	673	-0.46085	0.263887	0.047114	-0.507964	-1.555645	0.008915	0.032689	0.059435	0.031605	156.0	0.038633	0.24777
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->acu	bsn	acu	620	0.996218	0.001096	0.997465	-0.001247	-0.00574	0.006452	0.029032	0.05	0.027964	200.0	0.683871	0.885982
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->acu	bsn	acu	620	0.137701	0.168279	0.424387	-0.286685	-0.885843	0.009677	0.037097	0.080645	0.037987	135.0	0.140323	0.503672
fvt_zero	zero_step_init	fvt	csls_k10	bsn->acu	bsn	acu	620	-0.002449	0.001524	-0.000468	-0.001981	-0.011565	0.009677	0.035484	0.06129	0.033058	179.0	0.335484	0.795699
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->acu	bsn	acu	620	-0.455961	0.295878	0.063787	-0.519748	-1.815277	0.008065	0.053226	0.093548	0.042305	133.0	0.077419	0.276206
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->ake	bsn	ake	625	0.994695	0.001122	0.996127	-0.001432	-0.004744	0.0048	0.0176	0.032	0.018358	238.0	0.6912	0.927806
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->ake	bsn	ake	625	0.09347	0.168162	0.413349	-0.319879	-0.944705	0.0096	0.0304	0.0352	0.026901	193.0	0.1936	0.509321
fvt_zero	zero_step_init	fvt	csls_k10	bsn->ake	bsn	ake	625	-0.003013	0.001366	-0.000898	-0.002115	-0.007948	0.0032	0.0176	0.0368	0.019594	223.0	0.4416	0.876643
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->ake	bsn	ake	625	-0.523607	0.290471	0.054274	-0.577881	-1.812165	0.0112	0.0208	0.0336	0.025279	188.0	0.0576	0.258143
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->chr	bsn	chr	629	0.988851	0.00226	0.993087	-0.004236	-0.010497	0.00159	0.009539	0.020668	0.012987	294.0	0.980922	0.976602
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->chr	bsn	chr	629	0.105544	0.175584	0.348258	-0.242714	-0.857947	0.00159	0.017488	0.038156	0.017924	200.0	0.138315	0.495838
fvt_zero	zero_step_init	fvt	csls_k10	bsn->chr	bsn	chr	629	-0.005811	0.002665	-0.001023	-0.004788	-0.017899	0.00159	0.012719	0.023847	0.01401	284.0	0.807631	0.960999
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->chr	bsn	chr	629	-0.485329	0.276711	-0.011659	-0.47367	-1.649418	0.0	0.014308	0.031797	0.017256	190.0	0.049285	0.336979
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->cop	bsn	cop	629	0.988076	0.003236	0.993002	-0.004926	-0.028369	0.0	0.00159	0.012719	0.009261	316.0	0.937997	0.976647
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->cop	bsn	cop	629	0.100519	0.178471	0.327566	-0.227047	-0.993039	0.00159	0.007949	0.023847	0.015348	205.0	0.152623	0.54111
fvt_zero	zero_step_init	fvt	csls_k10	bsn->cop	bsn	cop	629	-0.006761	0.003733	-0.00136	-0.005401	-0.035765	0.0	0.004769	0.015898	0.010197	308.0	0.717011	0.963625
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->cop	bsn	cop	629	-0.481857	0.291728	-0.0417	-0.440157	-1.956179	0.00159	0.012719	0.023847	0.015847	203.0	0.055644	0.379874
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->kbh	bsn	kbh	465	0.996283	0.001053	0.997585	-0.001303	-0.004828	0.006452	0.030108	0.055914	0.027214	155.0	0.552688	0.848164
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->kbh	bsn	kbh	465	0.117853	0.178601	0.448689	-0.330836	-0.898076	0.017204	0.051613	0.08172	0.044253	119.0	0.191398	0.514561
fvt_zero	zero_step_init	fvt	csls_k10	bsn->kbh	bsn	kbh	465	-0.002491	0.001518	-0.000293	-0.002198	-0.009528	0.008602	0.025806	0.064516	0.030113	147.0	0.380645	0.750551
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->kbh	bsn	kbh	465	-0.512487	0.314417	0.076772	-0.58926	-1.855436	0.015054	0.064516	0.098925	0.04689	123.0	0.08172	0.262625
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->nhg	bsn	nhg	625	0.996507	0.001047	0.997689	-0.001181	-0.006597	0.008	0.0224	0.0464	0.026617	208.0	0.5328	0.825016
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->nhg	bsn	nhg	625	0.118077	0.176691	0.445432	-0.327355	-0.945522	0.0128	0.0528	0.0832	0.040795	161.0	0.1616	0.503834
fvt_zero	zero_step_init	fvt	csls_k10	bsn->nhg	bsn	nhg	625	-0.002398	0.001535	-0.000343	-0.002054	-0.011614	0.0096	0.04	0.064	0.031969	202.0	0.2912	0.711254
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->nhg	bsn	nhg	625	-0.52902	0.319345	0.068492	-0.597512	-1.642692	0.016	0.0608	0.0896	0.044599	166.0	0.0768	0.26077
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->oji	bsn	oji	626	0.986228	0.003139	0.992952	-0.006725	-0.017793	0.003195	0.00639	0.015974	0.012662	309.0	0.998403	0.980115
fvt_zero	zero_step_init	fvt	centered_cosine	bsn->oji	bsn	oji	626	0.11674	0.181113	0.354101	-0.237362	-0.924893	0.00639	0.022364	0.035144	0.026077	188.0	0.111821	0.47158
fvt_zero	zero_step_init	fvt	csls_k10	bsn->oji	bsn	oji	626	-0.00853	0.00368	-0.000878	-0.007651	-0.024813	0.003195	0.007987	0.019169	0.013214	306.0	0.964856	0.97452
fvt_zero	zero_step_init	fvt	centered_csls_k10	bsn->oji	bsn	oji	626	-0.477399	0.28594	-0.019256	-0.458143	-1.847629	0.003195	0.020767	0.035144	0.021233	183.0	0.054313	0.316731
fvt_zero	zero_step_init	fvt	raw_cosine	bsn->syr	bsn	syr	629	0.980247	0.003563	0.989749	-0.009503	-0.018877	0.00159	0.007949	0.012719	0.011872	295.0	1.0	0.983017
