model_key	phase	method	score_type	direction	src_lang	tgt_lang	examples	aligned_score_mean	aligned_score_std	hard_negative_score_mean	margin_mean	margin_min	recall_at_1	recall_at_5	recall_at_10	mrr	median_rank	hubness_at10_max_rate	hubness_at10_gini
focus_zero	zero_step_init	focus	raw_cosine	chr->nhg	chr	nhg	673	0.986898	0.003111	0.990341	-0.003443	-0.007944	0.004458	0.013373	0.028232	0.017437	259.0	0.89896	0.97103
focus_zero	zero_step_init	focus	centered_cosine	chr->nhg	chr	nhg	673	0.11971	0.157762	0.408196	-0.288485	-0.932399	0.010401	0.022288	0.046062	0.02858	177.0	0.240713	0.777774
focus_zero	zero_step_init	focus	csls_k10	chr->nhg	chr	nhg	673	-0.007457	0.002879	-0.003293	-0.004163	-0.012463	0.007429	0.020802	0.035661	0.02284	231.0	0.833581	0.953538
focus_zero	zero_step_init	focus	centered_csls_k10	chr->nhg	chr	nhg	673	-0.42156	0.25248	0.024791	-0.44635	-1.754972	0.010401	0.029718	0.054978	0.03037	172.0	0.115899	0.540136
focus_zero	zero_step_init	focus	raw_cosine	chr->oji	chr	oji	674	0.997311	0.001321	0.999123	-0.001812	-0.007425	0.011869	0.034125	0.05638	0.033159	176.0	0.259644	0.787206
focus_zero	zero_step_init	focus	centered_cosine	chr->oji	chr	oji	674	0.348787	0.332046	0.745459	-0.396672	-1.580391	0.005935	0.048961	0.080119	0.035244	130.0	0.083086	0.540903
focus_zero	zero_step_init	focus	csls_k10	chr->oji	chr	oji	674	-0.003247	0.002353	4.8e-05	-0.003294	-0.014966	0.010386	0.038576	0.069733	0.035528	167.0	0.178042	0.724383
focus_zero	zero_step_init	focus	centered_csls_k10	chr->oji	chr	oji	674	-0.694057	0.579508	0.046956	-0.741014	-3.174736	0.005935	0.04451	0.091988	0.03788	131.0	0.048961	0.399042
focus_zero	zero_step_init	focus	raw_cosine	chr->syr	chr	syr	678	0.988565	0.00208	0.992975	-0.00441	-0.014467	0.0059	0.013274	0.023599	0.018	257.0	0.880531	0.97003
focus_zero	zero_step_init	focus	centered_cosine	chr->syr	chr	syr	678	0.177789	0.216377	0.517532	-0.339743	-1.184784	0.001475	0.026549	0.056047	0.023676	160.0	0.261062	0.771461
focus_zero	zero_step_init	focus	csls_k10	chr->syr	chr	syr	678	-0.004739	0.002164	-0.000274	-0.004464	-0.021171	0.004425	0.016224	0.032448	0.019949	203.0	0.690265	0.94033
focus_zero	zero_step_init	focus	centered_csls_k10	chr->syr	chr	syr	678	-0.52388	0.344553	0.011202	-0.535082	-2.309253	0.00295	0.026549	0.051622	0.024314	156.0	0.137168	0.54552
focus_zero	zero_step_init	focus	raw_cosine	chr->usp	chr	usp	678	0.984674	0.003192	0.989162	-0.004488	-0.009616	0.00295	0.00885	0.023599	0.014658	279.0	0.99705	0.977489
focus_zero	zero_step_init	focus	centered_cosine	chr->usp	chr	usp	678	0.111606	0.168625	0.419431	-0.307825	-0.957799	0.00885	0.030973	0.041298	0.028092	196.0	0.348083	0.79135
focus_zero	zero_step_init	focus	csls_k10	chr->usp	chr	usp	678	-0.008435	0.003246	-0.003106	-0.005329	-0.013259	0.001475	0.013274	0.026549	0.016125	253.0	0.915929	0.971336
focus_zero	zero_step_init	focus	centered_csls_k10	chr->usp	chr	usp	678	-0.449133	0.275901	0.01635	-0.465483	-1.823193	0.004425	0.026549	0.051622	0.026108	193.0	0.154867	0.547014
focus_zero	zero_step_init	focus	raw_cosine	cop->acu	cop	acu	659	0.986188	0.003432	0.989652	-0.003464	-0.007756	0.001517	0.015175	0.019727	0.014277	267.0	0.989378	0.97367
focus_zero	zero_step_init	focus	centered_cosine	cop->acu	cop	acu	659	0.085962	0.162619	0.390853	-0.304891	-0.900588	0.004552	0.015175	0.028832	0.018458	208.0	0.38695	0.814418
focus_zero	zero_step_init	focus	csls_k10	cop->acu	cop	acu	659	-0.006972	0.003306	-0.002727	-0.004245	-0.012666	0.004552	0.016692	0.021244	0.01801	241.0	0.871017	0.954039
focus_zero	zero_step_init	focus	centered_csls_k10	cop->acu	cop	acu	659	-0.462248	0.291605	0.016776	-0.479023	-1.789654	0.004552	0.015175	0.034901	0.019106	203.0	0.209408	0.619296
focus_zero	zero_step_init	focus	raw_cosine	cop->ake	cop	ake	673	0.984126	0.003389	0.986754	-0.002628	-0.006147	0.0	0.011887	0.022288	0.012751	277.0	0.959881	0.966203
focus_zero	zero_step_init	focus	centered_cosine	cop->ake	cop	ake	673	0.093845	0.154673	0.385401	-0.291556	-0.819937	0.001486	0.014859	0.038633	0.018414	216.0	0.31055	0.816774
focus_zero	zero_step_init	focus	csls_k10	cop->ake	cop	ake	673	-0.006605	0.003152	-0.003383	-0.003221	-0.008407	0.001486	0.013373	0.029718	0.015951	238.0	0.589896	0.949856
focus_zero	zero_step_init	focus	centered_csls_k10	cop->ake	cop	ake	673	-0.431033	0.255598	0.018069	-0.449103	-1.519214	0.0	0.017831	0.026746	0.016802	220.0	0.154532	0.623982
focus_zero	zero_step_init	focus	raw_cosine	cop->bsn	cop	bsn	629	0.987199	0.003365	0.990939	-0.003739	-0.014646	0.00159	0.011129	0.023847	0.01366	255.0	0.987281	0.968759
focus_zero	zero_step_init	focus	centered_cosine	cop->bsn	cop	bsn	629	0.087788	0.18012	0.424436	-0.336649	-0.948363	0.004769	0.019078	0.033386	0.018832	217.0	0.327504	0.823225
focus_zero	zero_step_init	focus	csls_k10	cop->bsn	cop	bsn	629	-0.006505	0.003482	-0.002101	-0.004404	-0.024441	0.0	0.012719	0.031797	0.014661	234.0	0.629571	0.950836
focus_zero	zero_step_init	focus	centered_csls_k10	cop->bsn	cop	bsn	629	-0.514178	0.309832	0.012918	-0.527096	-1.721285	0.006359	0.017488	0.031797	0.019595	217.0	0.158983	0.632786
focus_zero	zero_step_init	focus	raw_cosine	cop->chr	cop	chr	678	0.996359	0.00247	0.998874	-0.002515	-0.014342	0.001475	0.017699	0.038348	0.019853	178.0	0.479351	0.912053
focus_zero	zero_step_init	focus	centered_cosine	cop->chr	cop	chr	678	0.363303	0.311468	0.737187	-0.373883	-1.452284	0.00885	0.028024	0.053097	0.029768	148.0	0.134218	0.632313
focus_zero	zero_step_init	focus	csls_k10	cop->chr	cop	chr	678	-0.003895	0.003298	-5.8e-05	-0.003836	-0.029555	0.001475	0.020649	0.039823	0.021184	157.0	0.342183	0.879035
focus_zero	zero_step_init	focus	centered_csls_k10	cop->chr	cop	chr	678	-0.634292	0.495159	0.033992	-0.668284	-2.923282	0.00885	0.029499	0.051622	0.030321	136.0	0.082596	0.4884
focus_zero	zero_step_init	focus	raw_cosine	cop->kbh	cop	kbh	501	0.9859	0.003573	0.989947	-0.004048	-0.00822	0.003992	0.007984	0.021956	0.016608	216.0	0.994012	0.972601
focus_zero	zero_step_init	focus	centered_cosine	cop->kbh	cop	kbh	501	0.076604	0.142289	0.377682	-0.301079	-0.84318	0.003992	0.021956	0.033932	0.02204	145.0	0.311377	0.792145
focus_zero	zero_step_init	focus	csls_k10	cop->kbh	cop	kbh	501	-0.007611	0.003411	-0.002945	-0.004665	-0.011453	0.003992	0.011976	0.021956	0.018833	189.0	0.918164	0.956195
focus_zero	zero_step_init	focus	centered_csls_k10	cop->kbh	cop	kbh	501	-0.432927	0.254736	0.029034	-0.461961	-1.548388	0.003992	0.00998	0.031936	0.019105	151.0	0.197605	0.59611
focus_zero	zero_step_init	focus	raw_cosine	cop->nhg	cop	nhg	673	0.985337	0.003893	0.989063	-0.003725	-0.017442	0.001486	0.005944	0.019316	0.012455	293.0	0.992571	0.977299
focus_zero	zero_step_init	focus	centered_cosine	cop->nhg	cop	nhg	673	0.079224	0.139634	0.375032	-0.295807	-0.739559	0.001486	0.019316	0.040119	0.017592	212.0	0.271917	0.822419
focus_zero	zero_step_init	focus	csls_k10	cop->nhg	cop	nhg	673	-0.007667	0.003897	-0.003416	-0.00425	-0.032142	0.0	0.013373	0.026746	0.013731	253.0	0.783061	0.959675
focus_zero	zero_step_init	focus	centered_csls_k10	cop->nhg	cop	nhg	673	-0.442199	0.240273	0.01928	-0.461479	-1.351748	0.004458	0.016345	0.037147	0.018771	219.0	0.185736	0.632275
focus_zero	zero_step_init	focus	raw_cosine	cop->oji	cop	oji	674	0.996892	0.001767	0.999391	-0.002499	-0.010078	0.0	0.005935	0.025223	0.01265	228.0	0.20178	0.846109
focus_zero	zero_step_init	focus	centered_cosine	cop->oji	cop	oji	674	0.302764	0.357332	0.75335	-0.450586	-1.574587	0.001484	0.013353	0.031157	0.017926	174.0	0.15727	0.646713
focus_zero	zero_step_init	focus	csls_k10	cop->oji	cop	oji	674	-0.004241	0.00326	0.00014	-0.004381	-0.020977	0.0	0.013353	0.023739	0.013937	218.0	0.166172	0.797848
focus_zero	zero_step_init	focus	centered_csls_k10	cop->oji	cop	oji	674	-0.789469	0.624526	0.034126	-0.823595	-3.219149	0.001484	0.01632	0.031157	0.018451	172.0	0.091988	0.505118
focus_zero	zero_step_init	focus	raw_cosine	cop->syr	cop	syr	678	0.986818	0.003004	0.991577	-0.004759	-0.020706	0.004425	0.0059	0.019174	0.014563	276.0	0.948378	0.973916
focus_zero	zero_step_init	focus	centered_cosine	cop->syr	cop	syr	678	0.157991	0.208174	0.494041	-0.336049	-1.133449	0.0059	0.025074	0.042773	0.025288	176.0	0.376106	0.809402
focus_zero	zero_step_init	focus	csls_k10	cop->syr	cop	syr	678	-0.006014	0.003508	-0.000949	-0.005066	-0.038857	0.001475	0.00885	0.026549	0.014985	243.0	0.755162	0.952275
focus_zero	zero_step_init	focus	centered_csls_k10	cop->syr	cop	syr	678	-0.506662	0.337925	0.005592	-0.512254	-2.118194	0.001475	0.023599	0.051622	0.022819	173.0	0.233038	0.626651
focus_zero	zero_step_init	focus	raw_cosine	cop->usp	cop	usp	678	0.98414	0.00373	0.987692	-0.003552	-0.009145	0.004425	0.011799	0.020649	0.015915	274.0	0.99115	0.978801
focus_zero	zero_step_init	focus	centered_cosine	cop->usp	cop	usp	678	0.092195	0.154676	0.386794	-0.294599	-0.866937	0.004425	0.029499	0.050147	0.023012	206.0	0.359882	0.843415
focus_zero	zero_step_init	focus	csls_k10	cop->usp	cop	usp	678	-0.007773	0.003691	-0.003509	-0.004264	-0.014095	0.007375	0.013274	0.025074	0.019317	243.0	0.882006	0.968486
focus_zero	zero_step_init	focus	centered_csls_k10	cop->usp	cop	usp	678	-0.42568	0.255902	0.007797	-0.433477	-1.623667	0.004425	0.029499	0.051622	0.023154	205.0	0.19174	0.644354
focus_zero	zero_step_init	focus	raw_cosine	kbh->acu	kbh	acu	488	0.996411	0.001056	0.997887	-0.001477	-0.00531	0.014344	0.036885	0.067623	0.039593	141.0	0.422131	0.817243
focus_zero	zero_step_init	focus	centered_cosine	kbh->acu	kbh	acu	488	0.154518	0.193446	0.474106	-0.319588	-1.063844	0.014344	0.065574	0.104508	0.051059	108.0	0.120902	0.475913
focus_zero	zero_step_init	focus	csls_k10	kbh->acu	kbh	acu	488	-0.002412	0.001623	-4e-06	-0.002408	-0.009393	0.018443	0.063525	0.084016	0.048621	120.0	0.282787	0.691054
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->acu	kbh	acu	488	-0.510642	0.344523	0.076542	-0.587183	-1.977075	0.016393	0.07377	0.110656	0.055828	98.0	0.071721	0.250921
focus_zero	zero_step_init	focus	raw_cosine	kbh->ake	kbh	ake	500	0.995634	0.001061	0.997097	-0.001463	-0.005303	0.01	0.038	0.05	0.03094	169.0	0.474	0.879252
focus_zero	zero_step_init	focus	centered_cosine	kbh->ake	kbh	ake	500	0.105336	0.189234	0.422487	-0.317151	-1.089401	0.016	0.046	0.08	0.042732	139.0	0.132	0.515223
focus_zero	zero_step_init	focus	csls_k10	kbh->ake	kbh	ake	500	-0.002617	0.001426	-0.000431	-0.002186	-0.007441	0.012	0.042	0.066	0.035259	160.0	0.28	0.778978
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->ake	kbh	ake	500	-0.518542	0.326399	0.058563	-0.577105	-1.846407	0.01	0.048	0.08	0.03887	129.0	0.08	0.278814
focus_zero	zero_step_init	focus	raw_cosine	kbh->bsn	kbh	bsn	465	0.995669	0.001365	0.997867	-0.002197	-0.010078	0.006452	0.027957	0.045161	0.026301	180.0	0.524731	0.866481
focus_zero	zero_step_init	focus	centered_cosine	kbh->bsn	kbh	bsn	465	0.122562	0.194374	0.472239	-0.349676	-1.110002	0.012903	0.045161	0.064516	0.041416	120.0	0.124731	0.494804
focus_zero	zero_step_init	focus	csls_k10	kbh->bsn	kbh	bsn	465	-0.003384	0.002091	-1e-06	-0.003383	-0.017277	0.008602	0.021505	0.049462	0.02819	169.0	0.335484	0.772742
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->bsn	kbh	bsn	465	-0.575357	0.367798	0.073981	-0.649338	-2.046388	0.017204	0.047312	0.077419	0.045142	123.0	0.062366	0.302757
focus_zero	zero_step_init	focus	raw_cosine	kbh->chr	kbh	chr	501	0.987159	0.002989	0.993124	-0.005965	-0.012825	0.001996	0.017964	0.021956	0.017088	235.0	0.996008	0.97206
focus_zero	zero_step_init	focus	centered_cosine	kbh->chr	kbh	chr	501	0.126597	0.166294	0.343307	-0.21671	-0.819394	0.005988	0.045908	0.07984	0.036485	112.0	0.145709	0.433695
focus_zero	zero_step_init	focus	csls_k10	kbh->chr	kbh	chr	501	-0.007456	0.00288	-0.00128	-0.006176	-0.014641	0.001996	0.017964	0.031936	0.018959	204.0	0.978044	0.955773
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->chr	kbh	chr	501	-0.413955	0.272751	0.009733	-0.423687	-1.567852	0.00998	0.0499	0.07984	0.041617	114.0	0.075848	0.306921
focus_zero	zero_step_init	focus	raw_cosine	kbh->cop	kbh	cop	501	0.9859	0.003573	0.990701	-0.004802	-0.013368	0.003992	0.007984	0.021956	0.015257	241.0	0.974052	0.970947
focus_zero	zero_step_init	focus	centered_cosine	kbh->cop	kbh	cop	501	0.076604	0.142289	0.299094	-0.222491	-0.733736	0.001996	0.005988	0.025948	0.017446	155.0	0.159681	0.505349
focus_zero	zero_step_init	focus	csls_k10	kbh->cop	kbh	cop	501	-0.007611	0.003411	-0.00248	-0.00513	-0.014072	0.003992	0.013972	0.027944	0.016688	224.0	0.854291	0.954712
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->cop	kbh	cop	501	-0.432927	0.254736	-0.009209	-0.423718	-1.458528	0.0	0.005988	0.00998	0.013964	157.0	0.071856	0.37244
focus_zero	zero_step_init	focus	raw_cosine	kbh->nhg	kbh	nhg	498	0.997033	0.000922	0.998208	-0.001175	-0.004518	0.018072	0.056225	0.088353	0.050882	125.0	0.327309	0.63232
focus_zero	zero_step_init	focus	centered_cosine	kbh->nhg	kbh	nhg	498	0.167384	0.205201	0.508355	-0.340971	-1.040316	0.026104	0.058233	0.096386	0.05709	107.0	0.076305	0.435892
focus_zero	zero_step_init	focus	csls_k10	kbh->nhg	kbh	nhg	498	-0.002031	0.001502	7.1e-05	-0.002102	-0.009434	0.022088	0.070281	0.10241	0.058946	113.0	0.176707	0.449149
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->nhg	kbh	nhg	498	-0.562998	0.377665	0.075707	-0.638705	-2.045282	0.032129	0.066265	0.104418	0.061394	106.0	0.048193	0.207724
focus_zero	zero_step_init	focus	raw_cosine	kbh->oji	kbh	oji	500	0.984255	0.003981	0.991202	-0.006947	-0.014077	0.004	0.016	0.03	0.017358	248.0	1.0	0.975526
focus_zero	zero_step_init	focus	centered_cosine	kbh->oji	kbh	oji	500	0.092253	0.150375	0.314983	-0.22273	-0.769498	0.01	0.04	0.062	0.034332	142.0	0.136	0.502702
focus_zero	zero_step_init	focus	csls_k10	kbh->oji	kbh	oji	500	-0.009168	0.003859	-0.002323	-0.006845	-0.015817	0.006	0.02	0.036	0.020934	243.0	0.812	0.95637
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->oji	kbh	oji	500	-0.409446	0.262919	0.015502	-0.424948	-1.517035	0.006	0.034	0.064	0.03237	141.0	0.062	0.351885
focus_zero	zero_step_init	focus	raw_cosine	kbh->syr	kbh	syr	501	0.980559	0.003088	0.987486	-0.006927	-0.014479	0.001996	0.00998	0.015968	0.013832	240.0	1.0	0.976955
focus_zero	zero_step_init	focus	centered_cosine	kbh->syr	kbh	syr	501	0.066497	0.131539	0.307523	-0.241026	-0.844625	0.001996	0.01996	0.037924	0.021351	164.0	0.187625	0.549337
focus_zero	zero_step_init	focus	csls_k10	kbh->syr	kbh	syr	501	-0.008776	0.003155	-0.001834	-0.006942	-0.017857	0.001996	0.00998	0.01996	0.013635	232.0	0.942116	0.966269
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->syr	kbh	syr	501	-0.419563	0.227534	0.019839	-0.439403	-1.418129	0.003992	0.021956	0.035928	0.022618	164.0	0.06986	0.302182
focus_zero	zero_step_init	focus	raw_cosine	kbh->usp	kbh	usp	501	0.994767	0.001213	0.997198	-0.002431	-0.005023	0.003992	0.013972	0.037924	0.02131	195.0	0.964072	0.94714
focus_zero	zero_step_init	focus	centered_cosine	kbh->usp	kbh	usp	501	0.125505	0.173504	0.42796	-0.302455	-0.982909	0.00998	0.055888	0.087824	0.042025	120.0	0.125749	0.492271
focus_zero	zero_step_init	focus	csls_k10	kbh->usp	kbh	usp	501	-0.003287	0.00164	-0.000115	-0.003172	-0.008563	0.005988	0.023952	0.0499	0.02761	155.0	0.732535	0.891883
focus_zero	zero_step_init	focus	centered_csls_k10	kbh->usp	kbh	usp	501	-0.489178	0.312149	0.066901	-0.556079	-1.820117	0.011976	0.05988	0.095808	0.045696	120.0	0.061876	0.285612
focus_zero	zero_step_init	focus	raw_cosine	nhg->acu	nhg	acu	655	0.996638	0.001066	0.998176	-0.001538	-0.006748	0.006107	0.024427	0.045802	0.023602	200.0	0.448855	0.835535
focus_zero	zero_step_init	focus	centered_cosine	nhg->acu	nhg	acu	655	0.156244	0.198768	0.50201	-0.345766	-1.017851	0.010687	0.045802	0.071756	0.037077	149.0	0.112977	0.5207
focus_zero	zero_step_init	focus	csls_k10	nhg->acu	nhg	acu	655	-0.002487	0.001673	3.9e-05	-0.002526	-0.010933	0.010687	0.024427	0.042748	0.028319	179.0	0.261069	0.711658
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->acu	nhg	acu	655	-0.560931	0.361746	0.067133	-0.628064	-1.912278	0.01374	0.044275	0.074809	0.039425	148.0	0.056489	0.273759
focus_zero	zero_step_init	focus	raw_cosine	nhg->ake	nhg	ake	669	0.995604	0.001087	0.997253	-0.001648	-0.009072	0.004484	0.014948	0.028401	0.017956	248.0	0.499253	0.914506
focus_zero	zero_step_init	focus	centered_cosine	nhg->ake	nhg	ake	669	0.114206	0.17419	0.442751	-0.328546	-0.939589	0.010463	0.028401	0.044843	0.029888	173.0	0.122571	0.566548
focus_zero	zero_step_init	focus	csls_k10	nhg->ake	nhg	ake	669	-0.002821	0.001511	-0.000343	-0.002479	-0.015605	0.004484	0.017937	0.026906	0.0194	217.0	0.379671	0.848381
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->ake	nhg	ake	669	-0.53567	0.305674	0.053902	-0.589573	-1.686555	0.011958	0.035874	0.050822	0.031333	179.0	0.058296	0.316692
focus_zero	zero_step_init	focus	raw_cosine	nhg->bsn	nhg	bsn	625	0.995778	0.001397	0.998031	-0.002253	-0.009923	0.008	0.0176	0.024	0.020087	229.0	0.5472	0.894678
focus_zero	zero_step_init	focus	centered_cosine	nhg->bsn	nhg	bsn	625	0.119233	0.192741	0.479047	-0.359814	-0.999062	0.0128	0.0384	0.056	0.035583	173.0	0.1056	0.559391
focus_zero	zero_step_init	focus	csls_k10	nhg->bsn	nhg	bsn	625	-0.003266	0.002063	7.9e-05	-0.003345	-0.016326	0.0064	0.0176	0.0272	0.021534	215.0	0.3248	0.80918
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->bsn	nhg	bsn	625	-0.59355	0.360766	0.060779	-0.654329	-1.926172	0.0176	0.04	0.0672	0.039818	173.0	0.0576	0.322182
focus_zero	zero_step_init	focus	raw_cosine	nhg->chr	nhg	chr	673	0.986898	0.003111	0.993252	-0.006354	-0.014089	0.001486	0.008915	0.019316	0.012314	324.0	0.994056	0.979457
focus_zero	zero_step_init	focus	centered_cosine	nhg->chr	nhg	chr	673	0.11971	0.157762	0.335904	-0.216193	-0.888482	0.004458	0.017831	0.040119	0.022526	178.0	0.118871	0.50629
focus_zero	zero_step_init	focus	csls_k10	nhg->chr	nhg	chr	673	-0.007457	0.002879	-0.001087	-0.00637	-0.014772	0.001486	0.008915	0.023774	0.013658	289.0	0.979198	0.970045
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->chr	nhg	chr	673	-0.42156	0.25248	-0.003529	-0.418031	-1.842395	0.005944	0.019316	0.044577	0.023397	174.0	0.052006	0.362891
focus_zero	zero_step_init	focus	raw_cosine	nhg->cop	nhg	cop	673	0.985337	0.003893	0.990425	-0.005087	-0.034328	0.0	0.008915	0.011887	0.010884	329.0	0.971768	0.97802
focus_zero	zero_step_init	focus	centered_cosine	nhg->cop	nhg	cop	673	0.079224	0.139634	0.303308	-0.224084	-0.648119	0.002972	0.017831	0.026746	0.017281	222.0	0.145617	0.568482
focus_zero	zero_step_init	focus	csls_k10	nhg->cop	nhg	cop	673	-0.007667	0.003897	-0.002436	-0.005231	-0.047327	0.002972	0.010401	0.017831	0.013388	295.0	0.958395	0.972745
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->cop	nhg	cop	673	-0.442199	0.240273	-0.0133	-0.428899	-1.226447	0.004458	0.013373	0.026746	0.018015	226.0	0.063893	0.43475
focus_zero	zero_step_init	focus	raw_cosine	nhg->kbh	nhg	kbh	498	0.997033	0.000922	0.998349	-0.001316	-0.005238	0.014056	0.054217	0.086345	0.044974	134.0	0.361446	0.735328
focus_zero	zero_step_init	focus	centered_cosine	nhg->kbh	nhg	kbh	498	0.167384	0.205201	0.520227	-0.352843	-0.965356	0.03012	0.058233	0.084337	0.05744	105.0	0.096386	0.497569
focus_zero	zero_step_init	focus	csls_k10	nhg->kbh	nhg	kbh	498	-0.002031	0.001502	0.000169	-0.002201	-0.009539	0.024096	0.062249	0.094378	0.055723	123.0	0.162651	0.549513
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->kbh	nhg	kbh	498	-0.562998	0.377665	0.080121	-0.643118	-2.039112	0.038153	0.066265	0.096386	0.0652	100.0	0.068273	0.237049
focus_zero	zero_step_init	focus	raw_cosine	nhg->oji	nhg	oji	669	0.983971	0.003971	0.991084	-0.007113	-0.015271	0.0	0.010463	0.017937	0.010537	337.0	0.992526	0.980575
focus_zero	zero_step_init	focus	centered_cosine	nhg->oji	nhg	oji	669	0.087643	0.145412	0.315789	-0.228146	-0.783324	0.008969	0.022422	0.044843	0.026251	195.0	0.139013	0.535722
focus_zero	zero_step_init	focus	csls_k10	nhg->oji	nhg	oji	669	-0.008993	0.003648	-0.002072	-0.00692	-0.016661	0.001495	0.010463	0.016442	0.01294	332.0	0.910314	0.967056
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->oji	nhg	oji	669	-0.431035	0.259602	0.001841	-0.432876	-1.490332	0.007474	0.023916	0.047833	0.025564	195.0	0.071749	0.376947
focus_zero	zero_step_init	focus	raw_cosine	nhg->syr	nhg	syr	673	0.979117	0.003165	0.986567	-0.00745	-0.022828	0.001486	0.007429	0.017831	0.01106	325.0	1.0	0.983096
focus_zero	zero_step_init	focus	centered_cosine	nhg->syr	nhg	syr	673	0.052567	0.138409	0.312987	-0.26042	-0.873968	0.001486	0.011887	0.023774	0.014476	246.0	0.169391	0.588248
focus_zero	zero_step_init	focus	csls_k10	nhg->syr	nhg	syr	673	-0.009129	0.003091	-0.001886	-0.007244	-0.028387	0.001486	0.011887	0.022288	0.012603	305.0	0.967311	0.97658
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->syr	nhg	syr	673	-0.456392	0.236307	0.016347	-0.472738	-1.698319	0.002972	0.014859	0.02526	0.015535	259.0	0.053492	0.321325
focus_zero	zero_step_init	focus	raw_cosine	nhg->usp	nhg	usp	673	0.994862	0.001231	0.997519	-0.002657	-0.006171	0.004458	0.019316	0.029718	0.018962	259.0	0.953938	0.964338
focus_zero	zero_step_init	focus	centered_cosine	nhg->usp	nhg	usp	673	0.128714	0.177805	0.441982	-0.313268	-0.92391	0.013373	0.046062	0.072808	0.039165	167.0	0.109955	0.555883
focus_zero	zero_step_init	focus	csls_k10	nhg->usp	nhg	usp	673	-0.003509	0.001715	1.1e-05	-0.00352	-0.010702	0.008915	0.02526	0.040119	0.024915	225.0	0.692422	0.926216
focus_zero	zero_step_init	focus	centered_csls_k10	nhg->usp	nhg	usp	673	-0.505963	0.316804	0.061753	-0.567716	-1.75522	0.014859	0.040119	0.081724	0.041609	156.0	0.052006	0.316873
focus_zero	zero_step_init	focus	raw_cosine	oji->acu	oji	acu	655	0.98456	0.00362	0.987644	-0.003083	-0.006286	0.006107	0.019847	0.027481	0.018919	263.0	0.966412	0.9723
focus_zero	zero_step_init	focus	centered_cosine	oji->acu	oji	acu	655	0.097544	0.162551	0.395996	-0.298453	-0.970832	0.00458	0.016794	0.033588	0.021978	185.0	0.309924	0.788857
focus_zero	zero_step_init	focus	csls_k10	oji->acu	oji	acu	655	-0.008451	0.003479	-0.003668	-0.004782	-0.011593	0.003053	0.015267	0.033588	0.018483	262.0	0.712977	0.955287
focus_zero	zero_step_init	focus	centered_csls_k10	oji->acu	oji	acu	655	-0.451172	0.283037	0.026215	-0.477387	-1.983192	0.003053	0.019847	0.051908	0.022199	185.0	0.137405	0.572156
focus_zero	zero_step_init	focus	raw_cosine	oji->ake	oji	ake	673	0.982661	0.003724	0.985134	-0.002472	-0.006222	0.001486	0.016345	0.032689	0.015728	239.0	0.741456	0.96541
focus_zero	zero_step_init	focus	centered_cosine	oji->ake	oji	ake	673	0.111608	0.15885	0.399988	-0.28838	-0.750781	0.011887	0.028232	0.05052	0.031681	177.0	0.23477	0.787025
focus_zero	zero_step_init	focus	csls_k10	oji->ake	oji	ake	673	-0.007939	0.003589	-0.004232	-0.003707	-0.010682	0.001486	0.017831	0.029718	0.017853	243.0	0.791976	0.955658
focus_zero	zero_step_init	focus	centered_csls_k10	oji->ake	oji	ake	673	-0.417693	0.262858	0.029768	-0.44746	-1.450296	0.010401	0.031204	0.05052	0.031415	170.0	0.135215	0.569175
focus_zero	zero_step_init	focus	raw_cosine	oji->bsn	oji	bsn	626	0.986962	0.003052	0.989668	-0.002706	-0.006969	0.004792	0.014377	0.022364	0.018438	223.0	0.816294	0.962241
focus_zero	zero_step_init	focus	centered_cosine	oji->bsn	oji	bsn	626	0.124059	0.183508	0.431919	-0.30786	-0.954723	0.004792	0.025559	0.047923	0.025863	181.0	0.289137	0.779741
focus_zero	zero_step_init	focus	csls_k10	oji->bsn	oji	bsn	626	-0.006527	0.002936	-0.002778	-0.003749	-0.010534	0.001597	0.019169	0.036741	0.018674	218.0	0.777955	0.942708
focus_zero	zero_step_init	focus	centered_csls_k10	oji->bsn	oji	bsn	626	-0.470337	0.305999	0.019713	-0.49005	-1.960791	0.00639	0.022364	0.051118	0.026642	172.0	0.13738	0.54581
focus_zero	zero_step_init	focus	raw_cosine	oji->chr	oji	chr	674	0.997311	0.001321	0.999201	-0.00189	-0.007961	0.011869	0.051929	0.066766	0.038367	176.0	0.35905	0.81876
focus_zero	zero_step_init	focus	centered_cosine	oji->chr	oji	chr	674	0.348787	0.332046	0.751585	-0.402798	-1.576341	0.010386	0.048961	0.083086	0.040033	134.0	0.143917	0.55846
