source_file	line	reference	status	resolved_path	action
README.md	4	Plan.md	ready	docs/exp/v5/Plan.md	none
README.md	4	Report.md	ready	docs/exp/v5/Report.md	none
README.md	6	CURRENT_STATUS_KO.md	ready	docs/exp/v5/CURRENT_STATUS_KO.md	none
README.md	7	PROGRESS_REPORT_KO.md	ready	docs/exp/v5/PROGRESS_REPORT_KO.md	none
README.md	8	TOKENIZER_EXTENSION_METHODS_KO.md	ready	docs/exp/v5/TOKENIZER_EXTENSION_METHODS_KO.md	none
README.md	9	LANGUAGE_SOURCE_OVERLAP_KO.md	ready	docs/exp/v5/LANGUAGE_SOURCE_OVERLAP_KO.md	none
README.md	10	TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	ready	docs/exp/v5/TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	none
README.md	11	MLM_HELDOUT_POLICY_KO.md	ready	docs/exp/v5/MLM_HELDOUT_POLICY_KO.md	none
README.md	23	CURRENT_STATUS_KO.md	ready	docs/exp/v5/CURRENT_STATUS_KO.md	none
README.md	24	PROGRESS_REPORT_KO.md	ready	docs/exp/v5/PROGRESS_REPORT_KO.md	none
README.md	25	DATA_COMPOSITION_KO.md	ready	docs/exp/v5/DATA_COMPOSITION_KO.md	none
README.md	26	LANGUAGE_SOURCE_OVERLAP_KO.md	ready	docs/exp/v5/LANGUAGE_SOURCE_OVERLAP_KO.md	none
README.md	27	TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	ready	docs/exp/v5/TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	none
README.md	28	TOKENIZER_EXTENSION_METHODS_KO.md	ready	docs/exp/v5/TOKENIZER_EXTENSION_METHODS_KO.md	none
README.md	29	MLM_HELDOUT_POLICY_KO.md	ready	docs/exp/v5/MLM_HELDOUT_POLICY_KO.md	none
README.md	30	README.md	ready	docs/exp/v5/README.md	none
README.md	31	Plan.md	ready	docs/exp/v5/Plan.md	none
README.md	32	Report.md	ready	docs/exp/v5/Report.md	none
README.md	33	goal_readiness.md	ready	docs/exp/v5/goal_readiness.md	none
README.md	34	folder_readme_audit.md	ready	docs/exp/v5/folder_readme_audit.md	none
README.md	35	4_reporting/final_package_checklist.md	ready	docs/exp/v5/4_reporting/final_package_checklist.md	none
README.md	39	feadback.md	ready	docs/exp/v5/feadback.md	none
README.md	76	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	78	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	80	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	82	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	84	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	86	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	88	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	90	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	92	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	94	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	96	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	98	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	100	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	102	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	104	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
README.md	108	3_evaluation/00_coverage/	ready	docs/exp/v5/3_evaluation/00_coverage	none
README.md	108	3_evaluation/07_roundtrip_alignment/	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment	none
README.md	169	MLM_HELDOUT_POLICY_KO.md	ready	docs/exp/v5/MLM_HELDOUT_POLICY_KO.md	none
README.md	272	0_tokenizer/	ready	docs/exp/v5/0_tokenizer	none
README.md	273	1_embedding/	ready	docs/exp/v5/1_embedding	none
README.md	274	2_training/	ready	docs/exp/v5/2_training	none
README.md	275	3_evaluation/	ready	docs/exp/v5/3_evaluation	none
README.md	276	4_reporting/	ready	docs/exp/v5/4_reporting	none
README.md	285	0_tokenizer/	ready	docs/exp/v5/0_tokenizer	none
README.md	285	1_embedding/	ready	docs/exp/v5/1_embedding	none
README.md	286	1_embedding/	ready	docs/exp/v5/1_embedding	none
README.md	286	2_training/	ready	docs/exp/v5/2_training	none
README.md	287	2_training/	ready	docs/exp/v5/2_training	none
README.md	287	3_evaluation/	ready	docs/exp/v5/3_evaluation	none
README.md	288	3_evaluation/	ready	docs/exp/v5/3_evaluation	none
README.md	288	4_reporting/	ready	docs/exp/v5/4_reporting	none
README.md	289	4_reporting/	ready	docs/exp/v5/4_reporting	none
README.md	297	3_evaluation/01_pseudoperplexity/	ready	docs/exp/v5/3_evaluation/01_pseudoperplexity	none
README.md	298	3_evaluation/02_retrieval_tatoeba/	ready	docs/exp/v5/3_evaluation/02_retrieval_tatoeba	none
README.md	299	3_evaluation/03_retrieval_bible/	ready	docs/exp/v5/3_evaluation/03_retrieval_bible	none
README.md	300	3_evaluation/04_text_classification/	ready	docs/exp/v5/3_evaluation/04_text_classification	none
README.md	301	3_evaluation/05_ner/	ready	docs/exp/v5/3_evaluation/05_ner	none
README.md	302	3_evaluation/06_pos/	ready	docs/exp/v5/3_evaluation/06_pos	none
README.md	303	3_evaluation/07_roundtrip_alignment/	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment	none
README.md	306	results.md	ready	docs/exp/v5/3_evaluation/00_coverage/results.md	none
README.md	311	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	ready	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	none
README.md	313	docs/exp/v5/0_tokenizer/miscellaneous/glot500_candidate_pool_min30k.tsv	ready	docs/exp/v5/0_tokenizer/miscellaneous/glot500_candidate_pool_min30k.tsv	none
README.md	315	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	ready	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	none
README.md	317	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	none
README.md	319	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	none
README.md	321	docs/exp/v5/3_evaluation/glot500_metric_requirements.md	ready	docs/exp/v5/3_evaluation/glot500_metric_requirements.md	none
README.md	330	preprocessing/run_v5_glot50010_merge.sh	ready	preprocessing/run_v5_glot50010_merge.sh	none
README.md	331	tokenization/train_v5_glot50010.sh	ready	tokenization/train_v5_glot50010.sh	none
README.md	332	scripts/audit_v5_tokenizer.py	ready	scripts/audit_v5_tokenizer.py	none
README.md	333	scripts/build_v5_initialized_checkpoint.py	ready	scripts/build_v5_initialized_checkpoint.py	none
README.md	334	scripts/run_v5_build_initializers.sh	ready	scripts/run_v5_build_initializers.sh	none
README.md	335	modeling/train_v5_glot50010_mlm.sh	ready	modeling/train_v5_glot50010_mlm.sh	none
README.md	336	scripts/audit_v5_eval_coverage.py	ready	scripts/audit_v5_eval_coverage.py	none
README.md	337	scripts/write_v5_eval_model_matrix.py	ready	scripts/write_v5_eval_model_matrix.py	none
README.md	338	scripts/write_v5_checkpoint_selection_manifest.py	ready	scripts/write_v5_checkpoint_selection_manifest.py	none
README.md	339	scripts/run_v5_eval_metric.sh	ready	scripts/run_v5_eval_metric.sh	none
README.md	340	scripts/run_v5_post_checkpoint_evals.sh	ready	scripts/run_v5_post_checkpoint_evals.sh	none
README.md	341	scripts/watch_v5_mlm_handoff.sh	ready	scripts/watch_v5_mlm_handoff.sh	none
README.md	342	scripts/aggregate_v5_metrics.py	ready	scripts/aggregate_v5_metrics.py	none
README.md	343	scripts/refresh_v5_reporting.py	ready	scripts/refresh_v5_reporting.py	none
README.md	344	scripts/audit_v5_goal_readiness.py	ready	scripts/audit_v5_goal_readiness.py	none
README.md	348	docs/exp/v5/3_evaluation/execution_queue.md	ready	docs/exp/v5/3_evaluation/execution_queue.md	none
README.md	349	docs/exp/v5/3_evaluation/next_runbook.md	ready	docs/exp/v5/3_evaluation/next_runbook.md	none
README.md	358	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100_pilot10k.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100_pilot10k.report.json	none
README.md	363	docs/exp/v5/1_embedding/05_audit/pilot10k/fvt_init_report.json	ready	docs/exp/v5/1_embedding/05_audit/pilot10k/fvt_init_report.json	none
README.md	364	docs/exp/v5/1_embedding/04_zero_step_eval/pilot10k/results.md	ready	docs/exp/v5/1_embedding/04_zero_step_eval/pilot10k/results.md	none
README.md	376	docs/exp/v5/goal_readiness.md	ready	docs/exp/v5/goal_readiness.md	none
README.md	377	docs/exp/v5/3_evaluation/model_matrix.tsv	ready	docs/exp/v5/3_evaluation/model_matrix.tsv	none
README.md	378	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	none
README.md	387	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	none
README.md	388	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	none
README.md	399	docs/exp/v5/0_tokenizer/02_tokenizer_train/logs/train_v5_tokenizer_20260627_000941.log	ready	docs/exp/v5/0_tokenizer/02_tokenizer_train/logs/train_v5_tokenizer_20260627_000941.log	none
README.md	407	docs/exp/v5/0_tokenizer/03_audit/main/	ready	docs/exp/v5/0_tokenizer/03_audit/main	none
README.md	421	docs/exp/v5/1_embedding/05_audit/main/init_reports/	ready	docs/exp/v5/1_embedding/05_audit/main/init_reports	none
README.md	422	docs/exp/v5/1_embedding/04_zero_step_eval/main/results.md	ready	docs/exp/v5/1_embedding/04_zero_step_eval/main/results.md	none
README.md	436	modeling/launch_v5_random_fvt_10k.sh	ready	modeling/launch_v5_random_fvt_10k.sh	none
README.md	445	docs/exp/v5/3_evaluation/running_status.md	ready	docs/exp/v5/3_evaluation/running_status.md	none
README.md	451	post_checkpoint_preflight.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_preflight.md	none
README.md	461	scripts/run_v5_eval_metric.sh	ready	scripts/run_v5_eval_metric.sh	none
Plan.md	29	docs/exp/v5/feadback.md	ready	docs/exp/v5/feadback.md	none
Plan.md	30	docs/exp/v5/0_tokenizer/dataset_processing.md	ready	docs/exp/v5/0_tokenizer/dataset_processing.md	none
Plan.md	44	TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	ready	docs/exp/v5/TARGET10_RESELECTION_FOR_DOWNSTREAM_KO.md	none
Plan.md	45	0_tokenizer/00_data_scope/target_candidate_task_overlap.md	ready	docs/exp/v5/0_tokenizer/00_data_scope/target_candidate_task_overlap.md	none
Plan.md	50	MLM_HELDOUT_POLICY_KO.md	ready	docs/exp/v5/MLM_HELDOUT_POLICY_KO.md	none
Plan.md	81	README.md	ready	docs/exp/v5/README.md	none
Plan.md	94	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	ready	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	none
Plan.md	95	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	ready	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	none
Plan.md	96	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	none
Plan.md	311	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	none
Report.md	165	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.manifest.tsv	none
Report.md	167	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	none
Report.md	286	docs/exp/v5/4_reporting/method_comparison_summary.md	ready	docs/exp/v5/4_reporting/method_comparison_summary.md	none
Report.md	307	modeling/launch_v5_random_fvt_10k.sh	ready	modeling/launch_v5_random_fvt_10k.sh	none
Report.md	314	docs/exp/v5/3_evaluation/running_status.md	ready	docs/exp/v5/3_evaluation/running_status.md	none
Report.md	315	docs/exp/v5/2_training/mlm_progress_eta.md	ready	docs/exp/v5/2_training/mlm_progress_eta.md	none
Report.md	319	modeling/run.py	ready	modeling/run.py	none
Report.md	381	docs/exp/v5/3_evaluation/model_matrix.tsv	ready	docs/exp/v5/3_evaluation/model_matrix.tsv	none
Report.md	382	scripts/run_v5_eval_metric.sh	ready	scripts/run_v5_eval_metric.sh	none
Report.md	384	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	none
Report.md	417	evaluation/download_data/download/retrieval_bible	ready	evaluation/download_data/download/retrieval_bible	none
Report.md	424	evaluation/download_data/download/roundtrip_alignment	ready	evaluation/download_data/download/roundtrip_alignment	none
Report.md	425	evaluation/round-trip/evaluate_roundtrip_v5.py	ready	evaluation/round-trip/evaluate_roundtrip_v5.py	none
Report.md	433	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	434	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	435	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	436	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	437	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	438	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	439	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	440	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	441	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	442	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	443	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	444	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	445	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	446	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	447	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	448	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	449	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	450	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	451	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	452	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	453	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	454	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	455	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	456	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	457	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	458	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	459	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	460	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	461	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	462	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	463	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	464	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	465	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	466	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	467	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	468	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	498	00_coverage/coverage_pseudoperplexity.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_pseudoperplexity.tsv	none
Report.md	498	09_aggregation/main_head_tail_all.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/main_head_tail_all.tsv	none
Report.md	499	00_coverage/coverage_retrieval_tatoeba.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_retrieval_tatoeba.tsv	none
Report.md	500	00_coverage/coverage_retrieval_bible.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_retrieval_bible.tsv	none
Report.md	501	00_coverage/coverage_text_classification.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_text_classification.tsv	none
Report.md	502	00_coverage/coverage_ner.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_ner.tsv	none
Report.md	503	00_coverage/coverage_pos.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_pos.tsv	none
Report.md	504	00_coverage/coverage_roundtrip_alignment.tsv	ready	docs/exp/v5/3_evaluation/00_coverage/coverage_roundtrip_alignment.tsv	none
Report.md	512	2_training/05_checkpoint_selection/	ready	docs/exp/v5/2_training/05_checkpoint_selection	none
Report.md	513	scripts/aggregate_v5_metrics.py	ready	scripts/aggregate_v5_metrics.py	none
Report.md	559	docs/exp/v5/4_reporting/01_figures/generated/figure_02_tokenizer_fertility_delta.png	ready	docs/exp/v5/4_reporting/01_figures/generated/figure_02_tokenizer_fertility_delta.png	none
Report.md	561	docs/exp/v5/4_reporting/01_figures/generated/figure_03_zero_step_initialization.png	ready	docs/exp/v5/4_reporting/01_figures/generated/figure_03_zero_step_initialization.png	none
Report.md	563	docs/exp/v5/4_reporting/01_figures/generated/figure_05_evaluation_coverage.png	ready	docs/exp/v5/4_reporting/01_figures/generated/figure_05_evaluation_coverage.png	none
Report.md	632	docs/exp/v5/Plan.md	ready	docs/exp/v5/Plan.md	none
Report.md	633	docs/exp/v5/README.md	ready	docs/exp/v5/README.md	none
Report.md	634	docs/exp/v5/0_tokenizer/dataset_processing.md	ready	docs/exp/v5/0_tokenizer/dataset_processing.md	none
Report.md	636	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	ready	docs/exp/v5/0_tokenizer/miscellaneous/glot50010_selected_manifest.tsv	none
Report.md	638	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	ready	docs/exp/v5/0_tokenizer/miscellaneous/languages_stats_glot50010_xlmr100.csv	none
Report.md	640	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	ready	docs/exp/v5/0_tokenizer/merge/Glot500_v5_glot50010_xlmr100.report.json	none
Report.md	642	docs/exp/v5/4_reporting/00_tables/source_map.md	ready	docs/exp/v5/4_reporting/00_tables/source_map.md	none
Report.md	644	docs/exp/v5/4_reporting/01_figures/generated/figure_manifest.tsv	ready	docs/exp/v5/4_reporting/01_figures/generated/figure_manifest.tsv	none
Report.md	646	docs/exp/v5/2_training/05_checkpoint_selection/selection_plan.md	ready	docs/exp/v5/2_training/05_checkpoint_selection/selection_plan.md	none
Report.md	648	docs/exp/v5/3_evaluation/next_runbook.md	ready	docs/exp/v5/3_evaluation/next_runbook.md	none
Report.md	650	docs/exp/v5/4_reporting/03_final_report/paper_draft.md	ready	docs/exp/v5/4_reporting/03_final_report/paper_draft.md	none
Report.md	652	docs/exp/v5/4_reporting/03_final_report/contribution_summary.md	ready	docs/exp/v5/4_reporting/03_final_report/contribution_summary.md	none
goal_readiness.md	58	post_checkpoint_preflight.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_preflight.md	none
3_evaluation/post_checkpoint_eval_recovery.md	8	09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
3_evaluation/post_checkpoint_eval_recovery.md	8	finalization_gate_status.md	ready	docs/exp/v5/4_reporting/finalization_gate_status.md	none
3_evaluation/post_checkpoint_eval_recovery.md	8	final_claim_decision_tree.md	ready	docs/exp/v5/4_reporting/final_claim_decision_tree.md	none
3_evaluation/post_checkpoint_eval_recovery.md	9	final_claim_freeze_audit.md	ready	docs/exp/v5/4_reporting/final_claim_freeze_audit.md	none
3_evaluation/post_checkpoint_eval_recovery.md	21	model_matrix.tsv	ready	docs/exp/v5/3_evaluation/model_matrix.tsv	none
3_evaluation/post_checkpoint_eval_recovery.md	29	post_checkpoint_eval_queue.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_eval_queue.md	none
3_evaluation/post_checkpoint_eval_recovery.md	30	../2_training/paired_launcher_transition.md	ready	docs/exp/v5/3_evaluation/../2_training/paired_launcher_transition.md	none
3_evaluation/post_checkpoint_eval_recovery.md	143	../2_training/mlm_progress_eta.md	ready	docs/exp/v5/3_evaluation/../2_training/mlm_progress_eta.md	none
3_evaluation/post_checkpoint_eval_recovery.md	143	../2_training/paired_launcher_transition.md	ready	docs/exp/v5/3_evaluation/../2_training/paired_launcher_transition.md	none
3_evaluation/post_checkpoint_eval_recovery.md	148	scripts/aggregate_v5_metrics.py	ready	scripts/aggregate_v5_metrics.py	none
3_evaluation/post_checkpoint_command_consistency.md	48	post_checkpoint_eval_queue.tsv	ready	docs/exp/v5/3_evaluation/post_checkpoint_eval_queue.tsv	none
3_evaluation/post_checkpoint_execution_plan.md	9	post_checkpoint_eval_queue.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_eval_queue.md	none
3_evaluation/post_checkpoint_parser_contract.md	8	scripts/aggregate_v5_metrics.py	ready	scripts/aggregate_v5_metrics.py	none
3_evaluation/post_checkpoint_parser_contract.md	30	post_checkpoint_eval_queue.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_eval_queue.md	none
3_evaluation/post_checkpoint_parser_contract.md	31	post_checkpoint_eval_recovery.md	ready	docs/exp/v5/3_evaluation/post_checkpoint_eval_recovery.md	none
3_evaluation/post_checkpoint_parser_contract.md	32	09_aggregation/metric_completion.tsv	ready	docs/exp/v5/3_evaluation/09_aggregation/metric_completion.tsv	none
3_evaluation/07_roundtrip_alignment/README.md	10	../09_aggregation/	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/../09_aggregation	none
3_evaluation/07_roundtrip_alignment/README.md	29	blocker_audit.md	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/blocker_audit.md	none
3_evaluation/07_roundtrip_alignment/README.md	29	blocker_audit.tsv	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/blocker_audit.tsv	none
3_evaluation/07_roundtrip_alignment/README.md	40	../00_coverage/coverage_summary.tsv	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/../00_coverage/coverage_summary.tsv	none
3_evaluation/07_roundtrip_alignment/README.md	42	../00_coverage/coverage_roundtrip_alignment.tsv	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/../00_coverage/coverage_roundtrip_alignment.tsv	none
3_evaluation/07_roundtrip_alignment/README.md	46	evaluation/download_data/download/roundtrip_alignment	ready	evaluation/download_data/download/roundtrip_alignment	none
3_evaluation/07_roundtrip_alignment/README.md	51	evaluation/round-trip/evaluate_roundtrip_v5.py	ready	evaluation/round-trip/evaluate_roundtrip_v5.py	none
3_evaluation/07_roundtrip_alignment/README.md	61	evaluation/round-trip/evaluate_roundtrip.py	ready	evaluation/round-trip/evaluate_roundtrip.py	none
3_evaluation/07_roundtrip_alignment/README.md	62	evaluation/round-trip/evaluate_roundtrip_v5.py	ready	evaluation/round-trip/evaluate_roundtrip_v5.py	none
3_evaluation/07_roundtrip_alignment/README.md	65	docs/exp/v5/3_evaluation/07_roundtrip_alignment/blocker_audit.md	ready	docs/exp/v5/3_evaluation/07_roundtrip_alignment/blocker_audit.md	none
3_evaluation/07_roundtrip_alignment/README.md	77	09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
3_evaluation/07_roundtrip_alignment/blocker_audit.md	24	3_evaluation/09_aggregation/	ready	docs/exp/v5/3_evaluation/09_aggregation	none
4_reporting/README.md	8	00_tables/	ready	docs/exp/v5/4_reporting/00_tables	none
4_reporting/README.md	9	01_figures/	ready	docs/exp/v5/4_reporting/01_figures	none
4_reporting/README.md	10	02_slides/	ready	docs/exp/v5/4_reporting/02_slides	none
4_reporting/README.md	11	03_final_report/	ready	docs/exp/v5/4_reporting/03_final_report	none
4_reporting/README.md	15	one_page_summary_ko.md	ready	docs/exp/v5/4_reporting/one_page_summary_ko.md	none
4_reporting/README.md	16	submission_file_index_ko.md	ready	docs/exp/v5/4_reporting/submission_file_index_ko.md	none
4_reporting/README.md	17	00_tables/source_map.md	ready	docs/exp/v5/4_reporting/00_tables/source_map.md	none
