model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_weighted_fvt_conv5way_step5000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_weighted_fvt_conv5way_step5000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.201799
v52_weighted_fvt_conv5way_step5000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.162376
v52_weighted_fvt_conv5way_step5000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.071010
v52_weighted_fvt_conv5way_step5000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.162607
v52_weighted_fvt_conv5way_step5000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.193397
v52_weighted_fvt_conv5way_step5000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.048407
v52_weighted_fvt_conv5way_step5000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.081971
v52_weighted_fvt_conv5way_step5000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.172539
v52_weighted_fvt_conv5way_step5000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.018587
v52_weighted_fvt_conv5way_step5000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.271495
v52_weighted_fvt_conv5way_step5000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.083778
v52_weighted_fvt_conv5way_step5000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.001315
v52_weighted_fvt_conv5way_step5000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.021256
v52_weighted_fvt_conv5way_step5000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.238355
v52_weighted_fvt_conv5way_step5000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.050083
v52_weighted_fvt_conv5way_step5000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.553933
v52_weighted_fvt_conv5way_step5000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.067567
v52_weighted_fvt_conv5way_step5000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	0.018923
