model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_fvt_conv5way_step46000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_fvt_conv5way_step46000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.212071
v52_fvt_conv5way_step46000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.172535
v52_fvt_conv5way_step46000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.064768
v52_fvt_conv5way_step46000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.174376
v52_fvt_conv5way_step46000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.183717
v52_fvt_conv5way_step46000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.044381
v52_fvt_conv5way_step46000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.034283
v52_fvt_conv5way_step46000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.158708
v52_fvt_conv5way_step46000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.029559
v52_fvt_conv5way_step46000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.264496
v52_fvt_conv5way_step46000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.095876
v52_fvt_conv5way_step46000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.005166
v52_fvt_conv5way_step46000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.034921
v52_fvt_conv5way_step46000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.211173
v52_fvt_conv5way_step46000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.039990
v52_fvt_conv5way_step46000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.571448
v52_fvt_conv5way_step46000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.099775
v52_fvt_conv5way_step46000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.000840
