model_key	model_group	seed	direction	split	side	language	item_id	x	y
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.20	0.06868738	0.00506635
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.21	0.06863596	-0.00302486
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.22	0.0706995	-0.04848678
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.23	0.06760832	-0.02181643
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.24	0.06897549	-0.01018937
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.25	0.06791784	-0.01484676
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.26	0.063455	0.03746742
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.27	0.07071953	0.02125836
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.28	0.06952573	0.01037311
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.29	0.07001538	-0.01807387
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.3	0.0687354	-0.03383036
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.30	0.06631426	0.01558545
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.31	0.06601206	0.06028891
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.32	0.06820355	-0.00394625
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.33	0.07004677	0.02144634
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.34	0.06447786	0.06657103
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.35	0.0679743	0.00020814
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.36	0.06955342	-0.02733557
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.37	0.06945042	0.02461043
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.38	0.06227202	-0.02572162
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.39	0.06787133	-0.00310534
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.4	0.06949831	-0.01494388
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.40	0.07002837	0.01206256
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.41	0.06913164	0.03013589
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.5	0.06644368	-0.02528181
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.6	0.06815597	0.06492764
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.7	0.07072293	-0.03716507
fvt_seed13	third_try_fvt	13	cop->syr	final_test	src	cop	b.ACT.15.8	0.07090302	0.01447363
