model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_random_conv5way_step26000	aligned_bible_src_eng	all	300	0.920514	0.042498	0.867196	0.970234
v52_random_conv5way_step26000	aligned_bible_src_eng	v5_target	300	0.920514	0.042498	0.867196	0.970234
v52_random_conv5way_step26000	aligned_tatoeba_src_eng	all	300	0.922056	0.186805	0.838377	0.984339
v52_random_conv5way_step26000	aligned_tatoeba_src_eng	v5_target	300	0.922056	0.186805	0.838377	0.984339
v52_random_conv5way_step26000	roundtrip_eng_pivot	all	300	0.918250	0.018636	0.867196	0.947284
v52_random_conv5way_step26000	roundtrip_eng_pivot	v5_target	300	0.918250	0.018636	0.867196	0.947284
v52_random_conv5way_step26000	roundtrip_src_eng	all	300	0.917278	0.020425	0.867196	0.949991
v52_random_conv5way_step26000	roundtrip_src_eng	v5_target	300	0.917278	0.020425	0.867196	0.949991
v52_random_conv5way_step26000	roundtrip_src_pivot	all	300	0.938143	0.340667	0.889394	0.979488
v52_random_conv5way_step26000	roundtrip_src_pivot	v5_target	300	0.938143	0.340667	0.889394	0.979488
v52_random_conv5way_step26000	same_language_bible_adjacent	all	300	0.977692	0.744487	0.910260	0.997509
v52_random_conv5way_step26000	same_language_bible_adjacent	v5_target	300	0.977692	0.744487	0.910260	0.997509
v52_random_conv5way_step26000	same_language_tatoeba_adjacent	all	300	0.942963	0.355293	0.872394	0.997741
v52_random_conv5way_step26000	same_language_tatoeba_adjacent	v5_target	300	0.942963	0.355293	0.872394	0.997741
