model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_random_conv5way_step13000	aligned_bible_src_eng	all	300	0.920143	0.049981	0.869637	0.969582
v52_random_conv5way_step13000	aligned_bible_src_eng	v5_target	300	0.920143	0.049981	0.869637	0.969582
v52_random_conv5way_step13000	aligned_tatoeba_src_eng	all	300	0.919765	0.186102	0.831575	0.983784
v52_random_conv5way_step13000	aligned_tatoeba_src_eng	v5_target	300	0.919765	0.186102	0.831575	0.983784
v52_random_conv5way_step13000	roundtrip_eng_pivot	all	300	0.917807	0.024450	0.869637	0.946152
v52_random_conv5way_step13000	roundtrip_eng_pivot	v5_target	300	0.917807	0.024450	0.869637	0.946152
v52_random_conv5way_step13000	roundtrip_src_eng	all	300	0.917079	0.027876	0.869637	0.951401
v52_random_conv5way_step13000	roundtrip_src_eng	v5_target	300	0.917079	0.027876	0.869637	0.951401
v52_random_conv5way_step13000	roundtrip_src_pivot	all	300	0.938800	0.352676	0.892054	0.979722
v52_random_conv5way_step13000	roundtrip_src_pivot	v5_target	300	0.938800	0.352676	0.892054	0.979722
v52_random_conv5way_step13000	same_language_bible_adjacent	all	300	0.976978	0.738586	0.912590	0.997608
v52_random_conv5way_step13000	same_language_bible_adjacent	v5_target	300	0.976978	0.738586	0.912590	0.997608
v52_random_conv5way_step13000	same_language_tatoeba_adjacent	all	300	0.941108	0.351608	0.864165	0.997825
v52_random_conv5way_step13000	same_language_tatoeba_adjacent	v5_target	300	0.941108	0.351608	0.864165	0.997825
