model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_fvt_conv5way_step22000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_fvt_conv5way_step22000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.209646
v52_fvt_conv5way_step22000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.171188
v52_fvt_conv5way_step22000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.063619
v52_fvt_conv5way_step22000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.173773
v52_fvt_conv5way_step22000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.181023
v52_fvt_conv5way_step22000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.044507
v52_fvt_conv5way_step22000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.036195
v52_fvt_conv5way_step22000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.156028
v52_fvt_conv5way_step22000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.024460
v52_fvt_conv5way_step22000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.259936
v52_fvt_conv5way_step22000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.092658
v52_fvt_conv5way_step22000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.006354
v52_fvt_conv5way_step22000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.037894
v52_fvt_conv5way_step22000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.206181
v52_fvt_conv5way_step22000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.041758
v52_fvt_conv5way_step22000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.574441
v52_fvt_conv5way_step22000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.100079
v52_fvt_conv5way_step22000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.002900
v52_fvt_conv5way_step22000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.266503
v52_fvt_conv5way_step22000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.186464
v52_fvt_conv5way_step22000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.035533
v52_fvt_conv5way_step22000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.107483
v52_fvt_conv5way_step22000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.068834
v52_fvt_conv5way_step22000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.077829
v52_fvt_conv5way_step22000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.275338
v52_fvt_conv5way_step22000	ara_Arab	mar_Deva	head	head	Semitic	Indo-Aryan	Arab	Deva	0.133691
v52_fvt_conv5way_step22000	ara_Arab	mlg_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.007258
v52_fvt_conv5way_step22000	ara_Arab	msa_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.170706
v52_fvt_conv5way_step22000	ara_Arab	nld_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.063657
v52_fvt_conv5way_step22000	ara_Arab	pol_Latn	head	head	Semitic	Slavic	Arab	Latn	0.026752
v52_fvt_conv5way_step22000	ara_Arab	por_Latn	head	head	Semitic	Romance	Arab	Latn	0.014416
v52_fvt_conv5way_step22000	ara_Arab	ron_Latn	head	head	Semitic	Romance	Arab	Latn	0.037885
v52_fvt_conv5way_step22000	ara_Arab	slk_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.090466
v52_fvt_conv5way_step22000	ara_Arab	slv_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.000036
v52_fvt_conv5way_step22000	ara_Arab	tgl_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.015314
v52_fvt_conv5way_step22000	ara_Arab	xav_Latn	head	tail	Semitic	Macro-Je	Arab	Latn	-0.187318
v52_fvt_conv5way_step22000	ara_Arab	xho_Latn	head	head	Semitic	Bantu	Arab	Latn	0.003958
v52_fvt_conv5way_step22000	bam_Latn	ara_Arab	tail	head	Mande	Semitic	Latn	Arab	-0.209646
v52_fvt_conv5way_step22000	bam_Latn	bam_Latn	tail	tail	Mande	Mande	Latn	Latn	1.000000
v52_fvt_conv5way_step22000	bam_Latn	cat_Latn	tail	head	Mande	Romance	Latn	Latn	-0.343855
v52_fvt_conv5way_step22000	bam_Latn	ces_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.429936
v52_fvt_conv5way_step22000	bam_Latn	cmn_Hani	tail	head	Mande	Sinitic	Latn	Hani	-0.027381
v52_fvt_conv5way_step22000	bam_Latn	csb_Latn	tail	tail	Mande	Slavic	Latn	Latn	0.199578
v52_fvt_conv5way_step22000	bam_Latn	deu_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.410583
v52_fvt_conv5way_step22000	bam_Latn	dtp_Latn	tail	tail	Mande	Austronesian	Latn	Latn	0.535476
v52_fvt_conv5way_step22000	bam_Latn	ell_Grek	tail	head	Mande	Hellenic	Latn	Grek	-0.396221
v52_fvt_conv5way_step22000	bam_Latn	eng_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.364526
v52_fvt_conv5way_step22000	bam_Latn	epo_Latn	tail	head	Mande	Constructed	Latn	Latn	-0.033328
v52_fvt_conv5way_step22000	bam_Latn	est_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.108103
v52_fvt_conv5way_step22000	bam_Latn	fin_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.232299
v52_fvt_conv5way_step22000	bam_Latn	fra_Latn	tail	head	Mande	Romance	Latn	Latn	-0.446885
v52_fvt_conv5way_step22000	bam_Latn	fur_Latn	tail	tail	Mande	Romance	Latn	Latn	0.215536
v52_fvt_conv5way_step22000	bam_Latn	hau_Latn	tail	head	Mande	Afro-Asiatic	Latn	Latn	0.456532
v52_fvt_conv5way_step22000	bam_Latn	heb_Hebr	tail	head	Mande	Semitic	Latn	Hebr	-0.293408
v52_fvt_conv5way_step22000	bam_Latn	hrv_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.341124
v52_fvt_conv5way_step22000	bam_Latn	hun_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.380616
v52_fvt_conv5way_step22000	bam_Latn	ile_Latn	tail	tail	Mande	Constructed	Latn	Latn	0.053844
v52_fvt_conv5way_step22000	bam_Latn	ind_Latn	tail	head	Mande	Austronesian	Latn	Latn	-0.203076
v52_fvt_conv5way_step22000	bam_Latn	ita_Latn	tail	head	Mande	Romance	Latn	Latn	-0.386607
v52_fvt_conv5way_step22000	bam_Latn	jav_Latn	tail	head	Mande	Austronesian	Latn	Latn	0.356199
v52_fvt_conv5way_step22000	bam_Latn	kor_Hang	tail	head	Mande	Koreanic	Latn	Hang	-0.081017
v52_fvt_conv5way_step22000	bam_Latn	lao_Laoo	tail	head	Mande	Kra-Dai	Latn	Laoo	0.030736
v52_fvt_conv5way_step22000	bam_Latn	lij_Latn	tail	tail	Mande	Romance	Latn	Latn	0.250427
v52_fvt_conv5way_step22000	bam_Latn	mar_Deva	tail	head	Mande	Indo-Aryan	Latn	Deva	-0.003687
v52_fvt_conv5way_step22000	bam_Latn	mlg_Latn	tail	head	Mande	Austronesian	Latn	Latn	0.322243
v52_fvt_conv5way_step22000	bam_Latn	msa_Latn	tail	head	Mande	Austronesian	Latn	Latn	-0.150070
v52_fvt_conv5way_step22000	bam_Latn	nld_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.330549
v52_fvt_conv5way_step22000	bam_Latn	pol_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.443551
v52_fvt_conv5way_step22000	bam_Latn	por_Latn	tail	head	Mande	Romance	Latn	Latn	-0.485915
v52_fvt_conv5way_step22000	bam_Latn	ron_Latn	tail	head	Mande	Romance	Latn	Latn	-0.414595
v52_fvt_conv5way_step22000	bam_Latn	slk_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.450437
