model_key	run_name	record_index	step	total_steps	loss	learning_rate	epoch	log_path
v5_fvt	v5_fvt_mlm_10k	34	3400	10000	3.0572	3.3025e-05	0.19	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	35	3500	10000	3.0511	3.2525e-05	0.19	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	36	3600	10000	3.044	3.2025e-05	0.2	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	37	3700	10000	3.0286	3.1525e-05	0.21	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	38	3800	10000	3.022	3.1025e-05	0.21	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	39	3900	10000	3.017	3.0525e-05	0.22	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	40	4000	10000	2.9999	3.0025000000000005e-05	0.22	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	41	4100	10000	3.0044	2.9525000000000003e-05	0.23	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	42	4200	10000	2.9883	2.9025e-05	0.23	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	43	4300	10000	2.9813	2.8525000000000002e-05	0.24	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	44	4400	10000	2.9746	2.8025e-05	0.25	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	45	4500	10000	2.9768	2.7525e-05	0.25	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	46	4600	10000	2.9546	2.7025e-05	0.26	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	47	4700	10000	2.962	2.6525e-05	0.26	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	48	4800	10000	2.9471	2.6025e-05	0.27	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	49	4900	10000	2.9471	2.5525e-05	0.27	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	50	5000	10000	2.9456	2.5025e-05	0.28	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	51	5100	10000	2.9396	2.4525e-05	0.28	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	52	5200	10000	2.9371	2.4025e-05	0.29	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	53	5300	10000	2.927	2.3525e-05	0.3	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	54	5400	10000	2.9222	2.3025e-05	0.3	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	55	5500	10000	2.9124	2.2525000000000002e-05	0.31	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	56	5600	10000	2.9134	2.2025e-05	0.31	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	57	5700	10000	2.9064	2.1525e-05	0.32	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	58	5800	10000	2.9045	2.1025e-05	0.32	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	59	5900	10000	2.8977	2.0525e-05	0.33	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	60	6000	10000	2.8971	2.0025000000000002e-05	0.33	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	61	6100	10000	2.8928	1.9525e-05	0.34	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	62	6200	10000	2.8881	1.9025e-05	0.35	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	63	6300	10000	2.8908	1.8525e-05	0.35	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	64	6400	10000	2.8862	1.8025e-05	0.36	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	65	6500	10000	2.8822	1.7525e-05	0.36	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	66	6600	10000	2.8722	1.7025e-05	0.37	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	67	6700	10000	2.8672	1.6525000000000002e-05	0.37	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	68	6800	10000	2.8697	1.6025e-05	0.38	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	69	6900	10000	2.8631	1.5525e-05	0.38	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	70	7000	10000	2.8645	1.5025000000000001e-05	0.39	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	71	7100	10000	2.8555	1.4524999999999999e-05	0.4	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	72	7200	10000	2.8641	1.4025000000000002e-05	0.4	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	73	7300	10000	2.8521	1.3525000000000002e-05	0.41	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	74	7400	10000	2.8492	1.3025000000000002e-05	0.41	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	75	7500	10000	2.8466	1.2525000000000001e-05	0.42	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	76	7600	10000	2.8449	1.2025000000000001e-05	0.42	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	77	7700	10000	2.8362	1.1525e-05	0.43	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	78	7800	10000	2.8375	1.1025e-05	0.43	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	79	7900	10000	2.8381	1.0525e-05	0.44	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	80	8000	10000	2.839	1.0025000000000001e-05	0.45	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	81	8100	10000	2.8319	9.525000000000001e-06	0.45	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	82	8200	10000	2.8333	9.025e-06	0.46	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	83	8300	10000	2.8229	8.525e-06	0.46	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	84	8400	10000	2.8248	8.025e-06	0.47	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	85	8500	10000	2.8236	7.525e-06	0.47	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	86	8600	10000	2.8257	7.025000000000001e-06	0.48	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	87	8700	10000	2.8312	6.525e-06	0.48	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	88	8800	10000	2.8241	6.025e-06	0.49	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	89	8900	10000	2.8195	5.5250000000000005e-06	0.5	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	90	9000	10000	2.8256	5.025e-06	0.5	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	91	9100	10000	2.8208	4.525e-06	0.51	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	92	9200	10000	2.811	4.0250000000000004e-06	0.51	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	93	9300	10000	2.8112	3.5249999999999997e-06	0.52	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	94	9400	10000	2.8188	3.0250000000000003e-06	0.52	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	95	9500	10000	2.8182	2.5250000000000004e-06	0.53	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	96	9600	10000	2.8191	2.025e-06	0.53	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	97	9700	10000	2.812	1.525e-06	0.54	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	98	9800	10000	2.8127	1.0250000000000001e-06	0.55	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	99	9900	10000	2.82	5.250000000000001e-07	0.55	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
v5_fvt	v5_fvt_mlm_10k	100	10000	10000	2.8113	2.5000000000000002e-08	0.56	/home/axt/mnt2/jongha/v5_glot50010/runs/logs/train_v5_v5_fvt_mlm_10k_20260627_203139.log
