model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_mean_conv5way_step21000	aligned_bible_src_eng	all	300	0.921526	0.052713	0.880080	0.960208
v52_mean_conv5way_step21000	aligned_bible_src_eng	v5_target	300	0.921526	0.052713	0.880080	0.960208
v52_mean_conv5way_step21000	aligned_tatoeba_src_eng	all	300	0.924545	0.193803	0.857413	0.983219
v52_mean_conv5way_step21000	aligned_tatoeba_src_eng	v5_target	300	0.924545	0.193803	0.857413	0.983219
v52_mean_conv5way_step21000	roundtrip_eng_pivot	all	300	0.918538	0.025732	0.880080	0.949843
v52_mean_conv5way_step21000	roundtrip_eng_pivot	v5_target	300	0.918538	0.025732	0.880080	0.949843
v52_mean_conv5way_step21000	roundtrip_src_eng	all	300	0.919171	0.032217	0.880080	0.949843
v52_mean_conv5way_step21000	roundtrip_src_eng	v5_target	300	0.919171	0.032217	0.880080	0.949843
v52_mean_conv5way_step21000	roundtrip_src_pivot	all	300	0.937600	0.315528	0.891508	0.979801
v52_mean_conv5way_step21000	roundtrip_src_pivot	v5_target	300	0.937600	0.315528	0.891508	0.979801
v52_mean_conv5way_step21000	same_language_bible_adjacent	all	300	0.978889	0.747881	0.922060	0.997628
v52_mean_conv5way_step21000	same_language_bible_adjacent	v5_target	300	0.978889	0.747881	0.922060	0.997628
v52_mean_conv5way_step21000	same_language_tatoeba_adjacent	all	300	0.945205	0.379217	0.878303	0.998666
v52_mean_conv5way_step21000	same_language_tatoeba_adjacent	v5_target	300	0.945205	0.379217	0.878303	0.998666
