model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_family_mean_conv5way_step32000	aligned_bible_src_eng	all	300	0.915611	0.031484	0.869494	0.964588
v52_family_mean_conv5way_step32000	aligned_bible_src_eng	v5_target	300	0.915611	0.031484	0.869494	0.964588
v52_family_mean_conv5way_step32000	aligned_tatoeba_src_eng	all	300	0.922731	0.206112	0.852027	0.984271
v52_family_mean_conv5way_step32000	aligned_tatoeba_src_eng	v5_target	300	0.922731	0.206112	0.852027	0.984271
v52_family_mean_conv5way_step32000	roundtrip_eng_pivot	all	300	0.913623	-0.003009	0.869494	0.947374
v52_family_mean_conv5way_step32000	roundtrip_eng_pivot	v5_target	300	0.913623	-0.003009	0.869494	0.947374
v52_family_mean_conv5way_step32000	roundtrip_src_eng	all	300	0.912387	0.008607	0.869494	0.951118
v52_family_mean_conv5way_step32000	roundtrip_src_eng	v5_target	300	0.912387	0.008607	0.869494	0.951118
v52_family_mean_conv5way_step32000	roundtrip_src_pivot	all	300	0.937932	0.346247	0.890551	0.975879
v52_family_mean_conv5way_step32000	roundtrip_src_pivot	v5_target	300	0.937932	0.346247	0.890551	0.975879
v52_family_mean_conv5way_step32000	same_language_bible_adjacent	all	300	0.978308	0.759836	0.924997	0.997857
v52_family_mean_conv5way_step32000	same_language_bible_adjacent	v5_target	300	0.978308	0.759836	0.924997	0.997857
v52_family_mean_conv5way_step32000	same_language_tatoeba_adjacent	all	300	0.947473	0.405645	0.888542	0.998903
v52_family_mean_conv5way_step32000	same_language_tatoeba_adjacent	v5_target	300	0.947473	0.405645	0.888542	0.998903
