model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_random_conv5way_step36000	aligned_bible_src_eng	all	300	0.921602	0.043875	0.868335	0.970784
v52_random_conv5way_step36000	aligned_bible_src_eng	v5_target	300	0.921602	0.043875	0.868335	0.970784
v52_random_conv5way_step36000	aligned_tatoeba_src_eng	all	300	0.922889	0.187110	0.840687	0.984601
v52_random_conv5way_step36000	aligned_tatoeba_src_eng	v5_target	300	0.922889	0.187110	0.840687	0.984601
v52_random_conv5way_step36000	roundtrip_eng_pivot	all	300	0.919262	0.020085	0.868335	0.948102
v52_random_conv5way_step36000	roundtrip_eng_pivot	v5_target	300	0.919262	0.020085	0.868335	0.948102
v52_random_conv5way_step36000	roundtrip_src_eng	all	300	0.918396	0.021876	0.868335	0.950932
v52_random_conv5way_step36000	roundtrip_src_eng	v5_target	300	0.918396	0.021876	0.868335	0.950932
v52_random_conv5way_step36000	roundtrip_src_pivot	all	300	0.938918	0.341375	0.891437	0.979726
v52_random_conv5way_step36000	roundtrip_src_pivot	v5_target	300	0.938918	0.341375	0.891437	0.979726
v52_random_conv5way_step36000	same_language_bible_adjacent	all	300	0.977966	0.744175	0.911352	0.997537
v52_random_conv5way_step36000	same_language_bible_adjacent	v5_target	300	0.977966	0.744175	0.911352	0.997537
v52_random_conv5way_step36000	same_language_tatoeba_adjacent	all	300	0.943530	0.355129	0.875192	0.997716
v52_random_conv5way_step36000	same_language_tatoeba_adjacent	v5_target	300	0.943530	0.355129	0.875192	0.997716
