model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_family_mean_conv5way_step25000	aligned_bible_src_eng	all	300	0.912828	0.026954	0.870970	0.962958
v52_family_mean_conv5way_step25000	aligned_bible_src_eng	v5_target	300	0.912828	0.026954	0.870970	0.962958
v52_family_mean_conv5way_step25000	aligned_tatoeba_src_eng	all	300	0.921121	0.202924	0.846937	0.983893
v52_family_mean_conv5way_step25000	aligned_tatoeba_src_eng	v5_target	300	0.921121	0.202924	0.846937	0.983893
v52_family_mean_conv5way_step25000	roundtrip_eng_pivot	all	300	0.911069	-0.010523	0.870970	0.944407
v52_family_mean_conv5way_step25000	roundtrip_eng_pivot	v5_target	300	0.911069	-0.010523	0.870970	0.944407
v52_family_mean_conv5way_step25000	roundtrip_src_eng	all	300	0.909524	0.003967	0.870970	0.948145
v52_family_mean_conv5way_step25000	roundtrip_src_eng	v5_target	300	0.909524	0.003967	0.870970	0.948145
v52_family_mean_conv5way_step25000	roundtrip_src_pivot	all	300	0.937601	0.360623	0.892107	0.975740
v52_family_mean_conv5way_step25000	roundtrip_src_pivot	v5_target	300	0.937601	0.360623	0.892107	0.975740
v52_family_mean_conv5way_step25000	same_language_bible_adjacent	all	300	0.977931	0.764565	0.928310	0.997881
v52_family_mean_conv5way_step25000	same_language_bible_adjacent	v5_target	300	0.977931	0.764565	0.928310	0.997881
v52_family_mean_conv5way_step25000	same_language_tatoeba_adjacent	all	300	0.946941	0.411086	0.886204	0.999112
v52_family_mean_conv5way_step25000	same_language_tatoeba_adjacent	v5_target	300	0.946941	0.411086	0.886204	0.999112
