model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_family_mean_conv5way_step49000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_family_mean_conv5way_step49000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.244346
v52_family_mean_conv5way_step49000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.151788
v52_family_mean_conv5way_step49000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.059485
v52_family_mean_conv5way_step49000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.166537
v52_family_mean_conv5way_step49000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.229014
v52_family_mean_conv5way_step49000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.028168
v52_family_mean_conv5way_step49000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.060973
v52_family_mean_conv5way_step49000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.178880
v52_family_mean_conv5way_step49000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.002258
v52_family_mean_conv5way_step49000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.226765
v52_family_mean_conv5way_step49000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.030478
v52_family_mean_conv5way_step49000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	0.054198
v52_family_mean_conv5way_step49000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.050532
v52_family_mean_conv5way_step49000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.235033
v52_family_mean_conv5way_step49000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.043251
v52_family_mean_conv5way_step49000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.544810
v52_family_mean_conv5way_step49000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.060465
v52_family_mean_conv5way_step49000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	0.041735
v52_family_mean_conv5way_step49000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.304288
v52_family_mean_conv5way_step49000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.242613
v52_family_mean_conv5way_step49000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.047065
v52_family_mean_conv5way_step49000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.094380
v52_family_mean_conv5way_step49000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.123013
v52_family_mean_conv5way_step49000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.130725
v52_family_mean_conv5way_step49000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.305220
v52_family_mean_conv5way_step49000	ara_Arab	mar_Deva	head	head	Semitic	Indo-Aryan	Arab	Deva	0.207317
v52_family_mean_conv5way_step49000	ara_Arab	mlg_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.020336
v52_family_mean_conv5way_step49000	ara_Arab	msa_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.197974
v52_family_mean_conv5way_step49000	ara_Arab	nld_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.042740
v52_family_mean_conv5way_step49000	ara_Arab	pol_Latn	head	head	Semitic	Slavic	Arab	Latn	0.047376
v52_family_mean_conv5way_step49000	ara_Arab	por_Latn	head	head	Semitic	Romance	Arab	Latn	0.032155
v52_family_mean_conv5way_step49000	ara_Arab	ron_Latn	head	head	Semitic	Romance	Arab	Latn	0.022061
