model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_mean_conv5way_step9000	aligned_bible_src_eng	all	300	0.915683	0.040224	0.875682	0.956429
v52_mean_conv5way_step9000	aligned_bible_src_eng	v5_target	300	0.915683	0.040224	0.875682	0.956429
v52_mean_conv5way_step9000	aligned_tatoeba_src_eng	all	300	0.917879	0.174940	0.842880	0.982619
v52_mean_conv5way_step9000	aligned_tatoeba_src_eng	v5_target	300	0.917879	0.174940	0.842880	0.982619
v52_mean_conv5way_step9000	roundtrip_eng_pivot	all	300	0.914030	0.029313	0.875682	0.948696
v52_mean_conv5way_step9000	roundtrip_eng_pivot	v5_target	300	0.914030	0.029313	0.875682	0.948696
v52_mean_conv5way_step9000	roundtrip_src_eng	all	300	0.913013	0.023098	0.875682	0.948696
v52_mean_conv5way_step9000	roundtrip_src_eng	v5_target	300	0.913013	0.023098	0.875682	0.948696
v52_mean_conv5way_step9000	roundtrip_src_pivot	all	300	0.934842	0.318283	0.883435	0.980657
v52_mean_conv5way_step9000	roundtrip_src_pivot	v5_target	300	0.934842	0.318283	0.883435	0.980657
v52_mean_conv5way_step9000	same_language_bible_adjacent	all	300	0.977964	0.749523	0.919986	0.997671
v52_mean_conv5way_step9000	same_language_bible_adjacent	v5_target	300	0.977964	0.749523	0.919986	0.997671
v52_mean_conv5way_step9000	same_language_tatoeba_adjacent	all	300	0.941641	0.374713	0.874017	0.999093
v52_mean_conv5way_step9000	same_language_tatoeba_adjacent	v5_target	300	0.941641	0.374713	0.874017	0.999093
