model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_family_mean_conv5way_step8000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_family_mean_conv5way_step8000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.290073
v52_family_mean_conv5way_step8000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.161611
v52_family_mean_conv5way_step8000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.068510
v52_family_mean_conv5way_step8000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.156595
v52_family_mean_conv5way_step8000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.179796
v52_family_mean_conv5way_step8000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.014800
v52_family_mean_conv5way_step8000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.048677
v52_family_mean_conv5way_step8000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.210136
v52_family_mean_conv5way_step8000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.029582
v52_family_mean_conv5way_step8000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.215225
v52_family_mean_conv5way_step8000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	0.015030
v52_family_mean_conv5way_step8000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	0.085450
v52_family_mean_conv5way_step8000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.077231
v52_family_mean_conv5way_step8000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.185019
v52_family_mean_conv5way_step8000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.085396
v52_family_mean_conv5way_step8000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.594395
v52_family_mean_conv5way_step8000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.049204
v52_family_mean_conv5way_step8000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	0.041816
v52_family_mean_conv5way_step8000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.280851
v52_family_mean_conv5way_step8000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.200358
v52_family_mean_conv5way_step8000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.069555
v52_family_mean_conv5way_step8000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.117111
v52_family_mean_conv5way_step8000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.088922
v52_family_mean_conv5way_step8000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.235668
v52_family_mean_conv5way_step8000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.255548
v52_family_mean_conv5way_step8000	ara_Arab	mar_Deva	head	head	Semitic	Indo-Aryan	Arab	Deva	0.220766
v52_family_mean_conv5way_step8000	ara_Arab	mlg_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.042645
v52_family_mean_conv5way_step8000	ara_Arab	msa_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.161195
v52_family_mean_conv5way_step8000	ara_Arab	nld_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.060235
v52_family_mean_conv5way_step8000	ara_Arab	pol_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.000070
v52_family_mean_conv5way_step8000	ara_Arab	por_Latn	head	head	Semitic	Romance	Arab	Latn	0.002234
v52_family_mean_conv5way_step8000	ara_Arab	ron_Latn	head	head	Semitic	Romance	Arab	Latn	0.010172
v52_family_mean_conv5way_step8000	ara_Arab	slk_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.086619
v52_family_mean_conv5way_step8000	ara_Arab	slv_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.016960
v52_family_mean_conv5way_step8000	ara_Arab	tgl_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.052460
v52_family_mean_conv5way_step8000	ara_Arab	xav_Latn	head	tail	Semitic	Macro-Je	Arab	Latn	-0.289501
v52_family_mean_conv5way_step8000	ara_Arab	xho_Latn	head	head	Semitic	Bantu	Arab	Latn	0.052059
v52_family_mean_conv5way_step8000	bam_Latn	ara_Arab	tail	head	Mande	Semitic	Latn	Arab	-0.290073
v52_family_mean_conv5way_step8000	bam_Latn	bam_Latn	tail	tail	Mande	Mande	Latn	Latn	1.000000
v52_family_mean_conv5way_step8000	bam_Latn	cat_Latn	tail	head	Mande	Romance	Latn	Latn	-0.332865
v52_family_mean_conv5way_step8000	bam_Latn	ces_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.419733
v52_family_mean_conv5way_step8000	bam_Latn	cmn_Hani	tail	head	Mande	Sinitic	Latn	Hani	-0.087338
v52_family_mean_conv5way_step8000	bam_Latn	csb_Latn	tail	tail	Mande	Slavic	Latn	Latn	0.167862
v52_family_mean_conv5way_step8000	bam_Latn	deu_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.426337
v52_family_mean_conv5way_step8000	bam_Latn	dtp_Latn	tail	tail	Mande	Austronesian	Latn	Latn	0.496138
v52_family_mean_conv5way_step8000	bam_Latn	ell_Grek	tail	head	Mande	Hellenic	Latn	Grek	-0.403801
v52_family_mean_conv5way_step8000	bam_Latn	eng_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.372005
v52_family_mean_conv5way_step8000	bam_Latn	epo_Latn	tail	head	Mande	Constructed	Latn	Latn	-0.130419
v52_family_mean_conv5way_step8000	bam_Latn	est_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.224151
v52_family_mean_conv5way_step8000	bam_Latn	fin_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.289031
v52_family_mean_conv5way_step8000	bam_Latn	fra_Latn	tail	head	Mande	Romance	Latn	Latn	-0.384461
v52_family_mean_conv5way_step8000	bam_Latn	fur_Latn	tail	tail	Mande	Romance	Latn	Latn	0.194448
v52_family_mean_conv5way_step8000	bam_Latn	hau_Latn	tail	head	Mande	Afro-Asiatic	Latn	Latn	0.375896
v52_family_mean_conv5way_step8000	bam_Latn	heb_Hebr	tail	head	Mande	Semitic	Latn	Hebr	-0.349259
v52_family_mean_conv5way_step8000	bam_Latn	hrv_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.399025
v52_family_mean_conv5way_step8000	bam_Latn	hun_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.406550
v52_family_mean_conv5way_step8000	bam_Latn	ile_Latn	tail	tail	Mande	Constructed	Latn	Latn	0.075715
