model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_mean_conv5way_step8000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_mean_conv5way_step8000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.229138
v52_mean_conv5way_step8000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.161909
v52_mean_conv5way_step8000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.052590
v52_mean_conv5way_step8000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.123216
v52_mean_conv5way_step8000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.157942
v52_mean_conv5way_step8000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.057551
v52_mean_conv5way_step8000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.040034
v52_mean_conv5way_step8000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.148654
v52_mean_conv5way_step8000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.024189
v52_mean_conv5way_step8000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.228031
v52_mean_conv5way_step8000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.053594
v52_mean_conv5way_step8000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	0.036865
v52_mean_conv5way_step8000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.050882
v52_mean_conv5way_step8000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.233567
v52_mean_conv5way_step8000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.017467
v52_mean_conv5way_step8000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.539302
v52_mean_conv5way_step8000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.071023
v52_mean_conv5way_step8000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	0.028491
v52_mean_conv5way_step8000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.297944
v52_mean_conv5way_step8000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.201974
v52_mean_conv5way_step8000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.033500
v52_mean_conv5way_step8000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.115292
v52_mean_conv5way_step8000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.083674
v52_mean_conv5way_step8000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.111992
v52_mean_conv5way_step8000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.287541
v52_mean_conv5way_step8000	ara_Arab	mar_Deva	head	head	Semitic	Indo-Aryan	Arab	Deva	0.155251
v52_mean_conv5way_step8000	ara_Arab	mlg_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.019034
v52_mean_conv5way_step8000	ara_Arab	msa_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.170102
v52_mean_conv5way_step8000	ara_Arab	nld_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.075040
v52_mean_conv5way_step8000	ara_Arab	pol_Latn	head	head	Semitic	Slavic	Arab	Latn	0.073232
v52_mean_conv5way_step8000	ara_Arab	por_Latn	head	head	Semitic	Romance	Arab	Latn	0.013725
v52_mean_conv5way_step8000	ara_Arab	ron_Latn	head	head	Semitic	Romance	Arab	Latn	0.032647
v52_mean_conv5way_step8000	ara_Arab	slk_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.058181
v52_mean_conv5way_step8000	ara_Arab	slv_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.007561
v52_mean_conv5way_step8000	ara_Arab	tgl_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.020487
v52_mean_conv5way_step8000	ara_Arab	xav_Latn	head	tail	Semitic	Macro-Je	Arab	Latn	-0.235301
v52_mean_conv5way_step8000	ara_Arab	xho_Latn	head	head	Semitic	Bantu	Arab	Latn	-0.036944
v52_mean_conv5way_step8000	bam_Latn	ara_Arab	tail	head	Mande	Semitic	Latn	Arab	-0.229138
v52_mean_conv5way_step8000	bam_Latn	bam_Latn	tail	tail	Mande	Mande	Latn	Latn	1.000000
v52_mean_conv5way_step8000	bam_Latn	cat_Latn	tail	head	Mande	Romance	Latn	Latn	-0.351354
v52_mean_conv5way_step8000	bam_Latn	ces_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.438341
v52_mean_conv5way_step8000	bam_Latn	cmn_Hani	tail	head	Mande	Sinitic	Latn	Hani	-0.137729
v52_mean_conv5way_step8000	bam_Latn	csb_Latn	tail	tail	Mande	Slavic	Latn	Latn	0.260031
v52_mean_conv5way_step8000	bam_Latn	deu_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.444417
v52_mean_conv5way_step8000	bam_Latn	dtp_Latn	tail	tail	Mande	Austronesian	Latn	Latn	0.611376
v52_mean_conv5way_step8000	bam_Latn	ell_Grek	tail	head	Mande	Hellenic	Latn	Grek	-0.425466
v52_mean_conv5way_step8000	bam_Latn	eng_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.365269
v52_mean_conv5way_step8000	bam_Latn	epo_Latn	tail	head	Mande	Constructed	Latn	Latn	-0.043723
v52_mean_conv5way_step8000	bam_Latn	est_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.199669
v52_mean_conv5way_step8000	bam_Latn	fin_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.318856
v52_mean_conv5way_step8000	bam_Latn	fra_Latn	tail	head	Mande	Romance	Latn	Latn	-0.463162
v52_mean_conv5way_step8000	bam_Latn	fur_Latn	tail	tail	Mande	Romance	Latn	Latn	0.318993
v52_mean_conv5way_step8000	bam_Latn	hau_Latn	tail	head	Mande	Afro-Asiatic	Latn	Latn	0.479916
v52_mean_conv5way_step8000	bam_Latn	heb_Hebr	tail	head	Mande	Semitic	Latn	Hebr	-0.344996
v52_mean_conv5way_step8000	bam_Latn	hrv_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.358011
v52_mean_conv5way_step8000	bam_Latn	hun_Latn	tail	head	Mande	Uralic	Latn	Latn	-0.387619
v52_mean_conv5way_step8000	bam_Latn	ile_Latn	tail	tail	Mande	Constructed	Latn	Latn	0.140700
v52_mean_conv5way_step8000	bam_Latn	ind_Latn	tail	head	Mande	Austronesian	Latn	Latn	-0.246731
v52_mean_conv5way_step8000	bam_Latn	ita_Latn	tail	head	Mande	Romance	Latn	Latn	-0.389777
v52_mean_conv5way_step8000	bam_Latn	jav_Latn	tail	head	Mande	Austronesian	Latn	Latn	0.408043
v52_mean_conv5way_step8000	bam_Latn	kor_Hang	tail	head	Mande	Koreanic	Latn	Hang	-0.197361
v52_mean_conv5way_step8000	bam_Latn	lao_Laoo	tail	head	Mande	Kra-Dai	Latn	Laoo	0.086333
v52_mean_conv5way_step8000	bam_Latn	lij_Latn	tail	tail	Mande	Romance	Latn	Latn	0.320721
v52_mean_conv5way_step8000	bam_Latn	mar_Deva	tail	head	Mande	Indo-Aryan	Latn	Deva	-0.085432
v52_mean_conv5way_step8000	bam_Latn	mlg_Latn	tail	head	Mande	Austronesian	Latn	Latn	0.404596
v52_mean_conv5way_step8000	bam_Latn	msa_Latn	tail	head	Mande	Austronesian	Latn	Latn	-0.192406
v52_mean_conv5way_step8000	bam_Latn	nld_Latn	tail	head	Mande	Germanic	Latn	Latn	-0.352613
v52_mean_conv5way_step8000	bam_Latn	pol_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.467707
v52_mean_conv5way_step8000	bam_Latn	por_Latn	tail	head	Mande	Romance	Latn	Latn	-0.493345
v52_mean_conv5way_step8000	bam_Latn	ron_Latn	tail	head	Mande	Romance	Latn	Latn	-0.456944
v52_mean_conv5way_step8000	bam_Latn	slk_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.469159
v52_mean_conv5way_step8000	bam_Latn	slv_Latn	tail	head	Mande	Slavic	Latn	Latn	-0.410932
v52_mean_conv5way_step8000	bam_Latn	tgl_Latn	tail	head	Mande	Austronesian	Latn	Latn	0.093263
v52_mean_conv5way_step8000	bam_Latn	xav_Latn	tail	tail	Mande	Macro-Je	Latn	Latn	0.265251
v52_mean_conv5way_step8000	bam_Latn	xho_Latn	tail	head	Mande	Bantu	Latn	Latn	0.656866
v52_mean_conv5way_step8000	cat_Latn	ara_Arab	head	head	Romance	Semitic	Latn	Arab	-0.161909
v52_mean_conv5way_step8000	cat_Latn	bam_Latn	head	tail	Romance	Mande	Latn	Latn	-0.351354
v52_mean_conv5way_step8000	cat_Latn	cat_Latn	head	head	Romance	Romance	Latn	Latn	1.000000
v52_mean_conv5way_step8000	cat_Latn	ces_Latn	head	head	Romance	Slavic	Latn	Latn	0.167901
v52_mean_conv5way_step8000	cat_Latn	cmn_Hani	head	head	Romance	Sinitic	Latn	Hani	-0.184088
v52_mean_conv5way_step8000	cat_Latn	csb_Latn	head	tail	Romance	Slavic	Latn	Latn	-0.130244
v52_mean_conv5way_step8000	cat_Latn	deu_Latn	head	head	Romance	Germanic	Latn	Latn	0.134669
v52_mean_conv5way_step8000	cat_Latn	dtp_Latn	head	tail	Romance	Austronesian	Latn	Latn	-0.393136
v52_mean_conv5way_step8000	cat_Latn	ell_Grek	head	head	Romance	Hellenic	Latn	Grek	0.207432
v52_mean_conv5way_step8000	cat_Latn	eng_Latn	head	head	Romance	Germanic	Latn	Latn	0.156021
v52_mean_conv5way_step8000	cat_Latn	epo_Latn	head	head	Romance	Constructed	Latn	Latn	0.302195
v52_mean_conv5way_step8000	cat_Latn	est_Latn	head	head	Romance	Uralic	Latn	Latn	0.000259
v52_mean_conv5way_step8000	cat_Latn	fin_Latn	head	head	Romance	Uralic	Latn	Latn	-0.064675
v52_mean_conv5way_step8000	cat_Latn	fra_Latn	head	head	Romance	Romance	Latn	Latn	0.626754
v52_mean_conv5way_step8000	cat_Latn	fur_Latn	head	tail	Romance	Romance	Latn	Latn	0.293769
v52_mean_conv5way_step8000	cat_Latn	hau_Latn	head	head	Romance	Afro-Asiatic	Latn	Latn	-0.365872
v52_mean_conv5way_step8000	cat_Latn	heb_Hebr	head	head	Romance	Semitic	Latn	Hebr	-0.043483
