model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_weighted_fvt_conv5way_step16000	aligned_bible_src_eng	all	300	0.919204	0.066014	0.873424	0.968111
v52_weighted_fvt_conv5way_step16000	aligned_bible_src_eng	v5_target	300	0.919204	0.066014	0.873424	0.968111
v52_weighted_fvt_conv5way_step16000	aligned_tatoeba_src_eng	all	300	0.920987	0.198701	0.842073	0.981717
v52_weighted_fvt_conv5way_step16000	aligned_tatoeba_src_eng	v5_target	300	0.920987	0.198701	0.842073	0.981717
v52_weighted_fvt_conv5way_step16000	roundtrip_eng_pivot	all	300	0.916445	0.026558	0.873424	0.946223
v52_weighted_fvt_conv5way_step16000	roundtrip_eng_pivot	v5_target	300	0.916445	0.026558	0.873424	0.946223
v52_weighted_fvt_conv5way_step16000	roundtrip_src_eng	all	300	0.916079	0.045595	0.873424	0.946366
v52_weighted_fvt_conv5way_step16000	roundtrip_src_eng	v5_target	300	0.916079	0.045595	0.873424	0.946366
v52_weighted_fvt_conv5way_step16000	roundtrip_src_pivot	all	300	0.932004	0.291339	0.876618	0.977219
v52_weighted_fvt_conv5way_step16000	roundtrip_src_pivot	v5_target	300	0.932004	0.291339	0.876618	0.977219
v52_weighted_fvt_conv5way_step16000	same_language_bible_adjacent	all	300	0.977420	0.752091	0.912608	0.997418
v52_weighted_fvt_conv5way_step16000	same_language_bible_adjacent	v5_target	300	0.977420	0.752091	0.912608	0.997418
v52_weighted_fvt_conv5way_step16000	same_language_tatoeba_adjacent	all	300	0.941125	0.368046	0.879779	0.994500
v52_weighted_fvt_conv5way_step16000	same_language_tatoeba_adjacent	v5_target	300	0.941125	0.368046	0.879779	0.994500
