model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_weighted_fvt_conv5way_step30000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_weighted_fvt_conv5way_step30000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.202395
v52_weighted_fvt_conv5way_step30000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.156659
v52_weighted_fvt_conv5way_step30000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.084306
v52_weighted_fvt_conv5way_step30000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.176846
v52_weighted_fvt_conv5way_step30000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.225356
v52_weighted_fvt_conv5way_step30000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.050520
v52_weighted_fvt_conv5way_step30000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.049209
v52_weighted_fvt_conv5way_step30000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.178580
v52_weighted_fvt_conv5way_step30000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.034198
v52_weighted_fvt_conv5way_step30000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.277845
v52_weighted_fvt_conv5way_step30000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.130526
v52_weighted_fvt_conv5way_step30000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.026786
v52_weighted_fvt_conv5way_step30000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.011262
v52_weighted_fvt_conv5way_step30000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.236232
v52_weighted_fvt_conv5way_step30000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.043756
v52_weighted_fvt_conv5way_step30000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.566930
v52_weighted_fvt_conv5way_step30000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.091724
v52_weighted_fvt_conv5way_step30000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.001629
v52_weighted_fvt_conv5way_step30000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.287098
v52_weighted_fvt_conv5way_step30000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.222622
v52_weighted_fvt_conv5way_step30000	ara_Arab	ita_Latn	head	head	Semitic	Romance	Arab	Latn	-0.026985
v52_weighted_fvt_conv5way_step30000	ara_Arab	jav_Latn	head	head	Semitic	Austronesian	Arab	Latn	-0.108279
v52_weighted_fvt_conv5way_step30000	ara_Arab	kor_Hang	head	head	Semitic	Koreanic	Arab	Hang	0.080345
v52_weighted_fvt_conv5way_step30000	ara_Arab	lao_Laoo	head	head	Semitic	Kra-Dai	Arab	Laoo	0.060054
v52_weighted_fvt_conv5way_step30000	ara_Arab	lij_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.289503
