model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_weighted_fvt_conv5way_step18000	aligned_bible_src_eng	all	300	0.919456	0.068048	0.873676	0.968207
v52_weighted_fvt_conv5way_step18000	aligned_bible_src_eng	v5_target	300	0.919456	0.068048	0.873676	0.968207
v52_weighted_fvt_conv5way_step18000	aligned_tatoeba_src_eng	all	300	0.921677	0.197352	0.842495	0.982372
v52_weighted_fvt_conv5way_step18000	aligned_tatoeba_src_eng	v5_target	300	0.921677	0.197352	0.842495	0.982372
v52_weighted_fvt_conv5way_step18000	roundtrip_eng_pivot	all	300	0.916525	0.025730	0.873676	0.948282
v52_weighted_fvt_conv5way_step18000	roundtrip_eng_pivot	v5_target	300	0.916525	0.025730	0.873676	0.948282
v52_weighted_fvt_conv5way_step18000	roundtrip_src_eng	all	300	0.916296	0.046102	0.873676	0.949130
v52_weighted_fvt_conv5way_step18000	roundtrip_src_eng	v5_target	300	0.916296	0.046102	0.873676	0.949130
v52_weighted_fvt_conv5way_step18000	roundtrip_src_pivot	all	300	0.932579	0.292481	0.878388	0.975808
v52_weighted_fvt_conv5way_step18000	roundtrip_src_pivot	v5_target	300	0.932579	0.292481	0.878388	0.975808
v52_weighted_fvt_conv5way_step18000	same_language_bible_adjacent	all	300	0.978176	0.758544	0.918018	0.997285
v52_weighted_fvt_conv5way_step18000	same_language_bible_adjacent	v5_target	300	0.978176	0.758544	0.918018	0.997285
v52_weighted_fvt_conv5way_step18000	same_language_tatoeba_adjacent	all	300	0.943063	0.372717	0.878900	0.995991
v52_weighted_fvt_conv5way_step18000	same_language_tatoeba_adjacent	v5_target	300	0.943063	0.372717	0.878900	0.995991
