model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_random_conv5way_step18000	aligned_bible_src_eng	all	300	0.919411	0.043692	0.863799	0.969442
v52_random_conv5way_step18000	aligned_bible_src_eng	v5_target	300	0.919411	0.043692	0.863799	0.969442
v52_random_conv5way_step18000	aligned_tatoeba_src_eng	all	300	0.920272	0.188561	0.837529	0.984042
v52_random_conv5way_step18000	aligned_tatoeba_src_eng	v5_target	300	0.920272	0.188561	0.837529	0.984042
v52_random_conv5way_step18000	roundtrip_eng_pivot	all	300	0.917045	0.018236	0.863799	0.948089
v52_random_conv5way_step18000	roundtrip_eng_pivot	v5_target	300	0.917045	0.018236	0.863799	0.948089
v52_random_conv5way_step18000	roundtrip_src_eng	all	300	0.916112	0.021707	0.863799	0.950722
v52_random_conv5way_step18000	roundtrip_src_eng	v5_target	300	0.916112	0.021707	0.863799	0.950722
v52_random_conv5way_step18000	roundtrip_src_pivot	all	300	0.937397	0.341719	0.887997	0.979348
v52_random_conv5way_step18000	roundtrip_src_pivot	v5_target	300	0.937397	0.341719	0.887997	0.979348
v52_random_conv5way_step18000	same_language_bible_adjacent	all	300	0.977536	0.745536	0.912805	0.997542
v52_random_conv5way_step18000	same_language_bible_adjacent	v5_target	300	0.977536	0.745536	0.912805	0.997542
v52_random_conv5way_step18000	same_language_tatoeba_adjacent	all	300	0.941084	0.350837	0.868069	0.997744
v52_random_conv5way_step18000	same_language_tatoeba_adjacent	v5_target	300	0.941084	0.350837	0.868069	0.997744
