metric	model_key	method	local_step	status	updated_at	out_dir	log_file
family_similarity	v52_weighted_fvt_conv5way_step7000	weighted_fvt	7000	done	2026-07-01 16:55:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-7000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step7000_20260701_165528.log
embedding_similarity	v52_weighted_fvt_conv5way_step8000	weighted_fvt	8000	done	2026-07-01 16:55:56 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-8000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step8000_20260701_165547.log
family_similarity	v52_weighted_fvt_conv5way_step8000	weighted_fvt	8000	done	2026-07-01 16:56:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-8000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step8000_20260701_165556.log
embedding_similarity	v52_weighted_fvt_conv5way_step9000	weighted_fvt	9000	done	2026-07-01 16:56:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-9000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step9000_20260701_165615.log
family_similarity	v52_weighted_fvt_conv5way_step9000	weighted_fvt	9000	done	2026-07-01 16:56:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-9000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step9000_20260701_165624.log
embedding_similarity	v52_weighted_fvt_conv5way_step10000	weighted_fvt	10000	done	2026-07-01 16:56:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-10000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step10000_20260701_165639.log
family_similarity	v52_weighted_fvt_conv5way_step10000	weighted_fvt	10000	done	2026-07-01 16:57:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-10000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step10000_20260701_165648.log
embedding_similarity	v52_weighted_fvt_conv5way_step11000	weighted_fvt	11000	done	2026-07-01 16:57:16 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-11000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step11000_20260701_165708.log
family_similarity	v52_weighted_fvt_conv5way_step11000	weighted_fvt	11000	done	2026-07-01 16:57:36 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-11000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step11000_20260701_165717.log
embedding_similarity	v52_weighted_fvt_conv5way_step12000	weighted_fvt	12000	done	2026-07-01 16:57:45 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-12000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step12000_20260701_165736.log
family_similarity	v52_weighted_fvt_conv5way_step12000	weighted_fvt	12000	done	2026-07-01 16:58:05 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-12000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step12000_20260701_165745.log
embedding_similarity	v52_weighted_fvt_conv5way_step13000	weighted_fvt	13000	done	2026-07-01 16:58:14 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-13000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step13000_20260701_165805.log
family_similarity	v52_weighted_fvt_conv5way_step13000	weighted_fvt	13000	done	2026-07-01 16:58:33 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-13000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step13000_20260701_165814.log
embedding_similarity	v52_weighted_fvt_conv5way_step14000	weighted_fvt	14000	done	2026-07-01 16:58:42 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-14000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step14000_20260701_165833.log
family_similarity	v52_weighted_fvt_conv5way_step14000	weighted_fvt	14000	done	2026-07-01 16:59:02 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-14000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step14000_20260701_165842.log
embedding_similarity	v52_weighted_fvt_conv5way_step15000	weighted_fvt	15000	done	2026-07-01 16:59:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-15000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step15000_20260701_165902.log
family_similarity	v52_weighted_fvt_conv5way_step15000	weighted_fvt	15000	done	2026-07-01 16:59:29 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-15000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step15000_20260701_165911.log
embedding_similarity	v52_weighted_fvt_conv5way_step16000	weighted_fvt	16000	done	2026-07-01 16:59:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-16000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step16000_20260701_165930.log
family_similarity	v52_weighted_fvt_conv5way_step16000	weighted_fvt	16000	done	2026-07-01 16:59:58 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-16000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step16000_20260701_165939.log
embedding_similarity	v52_weighted_fvt_conv5way_step17000	weighted_fvt	17000	done	2026-07-01 17:00:06 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-17000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step17000_20260701_165958.log
family_similarity	v52_weighted_fvt_conv5way_step17000	weighted_fvt	17000	done	2026-07-01 17:00:26 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-17000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step17000_20260701_170007.log
embedding_similarity	v52_weighted_fvt_conv5way_step18000	weighted_fvt	18000	done	2026-07-01 17:00:35 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-18000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step18000_20260701_170026.log
family_similarity	v52_weighted_fvt_conv5way_step18000	weighted_fvt	18000	done	2026-07-01 17:00:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-18000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step18000_20260701_170035.log
embedding_similarity	v52_weighted_fvt_conv5way_step19000	weighted_fvt	19000	done	2026-07-01 17:01:03 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-19000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step19000_20260701_170054.log
family_similarity	v52_weighted_fvt_conv5way_step19000	weighted_fvt	19000	done	2026-07-01 17:01:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-19000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step19000_20260701_170103.log
embedding_similarity	v52_weighted_fvt_conv5way_step20000	weighted_fvt	20000	done	2026-07-01 17:01:31 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-20000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step20000_20260701_170122.log
family_similarity	v52_weighted_fvt_conv5way_step20000	weighted_fvt	20000	done	2026-07-01 17:01:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-20000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step20000_20260701_170131.log
embedding_similarity	v52_weighted_fvt_conv5way_step21000	weighted_fvt	21000	done	2026-07-01 17:02:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-21000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step21000_20260701_170152.log
family_similarity	v52_weighted_fvt_conv5way_step21000	weighted_fvt	21000	done	2026-07-01 17:02:21 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-21000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step21000_20260701_170201.log
embedding_similarity	v52_weighted_fvt_conv5way_step22000	weighted_fvt	22000	done	2026-07-01 17:02:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-22000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step22000_20260701_170221.log
family_similarity	v52_weighted_fvt_conv5way_step22000	weighted_fvt	22000	done	2026-07-01 17:02:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-22000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step22000_20260701_170230.log
embedding_similarity	v52_random_conv5way_step43000	random	43000	done	2026-07-03 00:25:42 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-43000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step43000_20260703_002510.log
family_similarity	v52_random_conv5way_step43000	random	43000	done	2026-07-03 00:26:26 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-43000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step43000_20260703_002543.log
embedding_similarity	v52_mean_conv5way_step43000	mean	43000	done	2026-07-03 00:26:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-43000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step43000_20260703_002626.log
family_similarity	v52_mean_conv5way_step43000	mean	43000	done	2026-07-03 00:27:34 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-43000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step43000_20260703_002655.log
embedding_similarity	v52_fvt_conv5way_step43000	fvt	43000	done	2026-07-03 00:28:02 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-43000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step43000_20260703_002735.log
family_similarity	v52_fvt_conv5way_step43000	fvt	43000	done	2026-07-03 00:28:46 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-43000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step43000_20260703_002803.log
embedding_similarity	v52_weighted_fvt_conv5way_step50000	weighted_fvt	50000	done	2026-07-03 00:29:23 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-50000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step50000_20260703_002846.log
family_similarity	v52_weighted_fvt_conv5way_step50000	weighted_fvt	50000	done	2026-07-03 00:30:05 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-50000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step50000_20260703_002924.log
embedding_similarity	v52_family_mean_conv5way_step50000	family_mean	50000	done	2026-07-03 00:30:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step50000_20260703_003006.log
family_similarity	v52_family_mean_conv5way_step50000	family_mean	50000	done	2026-07-03 00:31:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step50000_20260703_003041.log
embedding_similarity	v52_random_conv5way_step3000	random	3000	done	2026-07-03 00:31:56 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-3000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step3000_20260703_003125.log
family_similarity	v52_random_conv5way_step3000	random	3000	done	2026-07-03 00:32:09 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-3000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step3000_20260703_003156.log
embedding_similarity	v52_random_conv5way_step4000	random	4000	done	2026-07-03 00:32:18 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-4000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step4000_20260703_003209.log
family_similarity	v52_random_conv5way_step4000	random	4000	done	2026-07-03 00:32:31 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-4000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step4000_20260703_003218.log
embedding_similarity	v52_random_conv5way_step5000	random	5000	done	2026-07-03 00:32:46 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-5000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step5000_20260703_003232.log
family_similarity	v52_random_conv5way_step5000	random	5000	done	2026-07-03 00:33:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-5000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step5000_20260703_003247.log
embedding_similarity	v52_random_conv5way_step6000	random	6000	done	2026-07-03 00:33:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-6000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step6000_20260703_003301.log
family_similarity	v52_random_conv5way_step6000	random	6000	done	2026-07-03 00:33:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-6000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step6000_20260703_003309.log
embedding_similarity	v52_random_conv5way_step7000	random	7000	done	2026-07-03 00:33:52 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-7000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step7000_20260703_003322.log
family_similarity	v52_random_conv5way_step7000	random	7000	done	2026-07-03 00:35:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-7000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step7000_20260703_003426.log
embedding_similarity	v52_random_conv5way_step8000	random	8000	done	2026-07-03 00:35:37 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-8000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step8000_20260703_003508.log
family_similarity	v52_random_conv5way_step8000	random	8000	done	2026-07-03 00:36:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-8000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step8000_20260703_003552.log
embedding_similarity	v52_weighted_fvt_conv5way_step23000	weighted_fvt	23000	done	2026-07-03 00:36:35 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-23000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step23000_20260703_003552.log
family_similarity	v52_weighted_fvt_conv5way_step23000	weighted_fvt	23000	done	2026-07-03 00:36:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-23000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step23000_20260703_003636.log
embedding_similarity	v52_mean_conv5way_step1000	mean	1000	done	2026-07-03 00:36:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-1000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step1000_20260703_003552.log
embedding_similarity	v52_fvt_conv5way_step22000	fvt	22000	done	2026-07-03 00:36:58 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-22000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step22000_20260703_003552.log
embedding_similarity	v52_random_conv5way_step9000	random	9000	done	2026-07-03 00:36:59 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-9000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step9000_20260703_003630.log
embedding_similarity	v52_family_mean_conv5way_step1000	family_mean	1000	done	2026-07-03 00:37:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-1000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step1000_20260703_003552.log
family_similarity	v52_mean_conv5way_step1000	mean	1000	done	2026-07-03 00:37:09 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-1000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step1000_20260703_003651.log
embedding_similarity	v52_weighted_fvt_conv5way_step24000	weighted_fvt	24000	done	2026-07-03 00:37:10 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-24000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step24000_20260703_003651.log
family_similarity	v52_random_conv5way_step9000	random	9000	done	2026-07-03 00:37:19 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-9000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step9000_20260703_003659.log
family_similarity	v52_fvt_conv5way_step22000	fvt	22000	done	2026-07-03 00:37:20 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-22000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step22000_20260703_003658.log
embedding_similarity	v52_mean_conv5way_step2000	mean	2000	done	2026-07-03 00:37:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-2000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step2000_20260703_003709.log
family_similarity	v52_family_mean_conv5way_step1000	family_mean	1000	done	2026-07-03 00:37:28 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-1000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step1000_20260703_003707.log
family_similarity	v52_weighted_fvt_conv5way_step24000	weighted_fvt	24000	done	2026-07-03 00:37:29 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-24000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step24000_20260703_003710.log
embedding_similarity	v52_random_conv5way_step10000	random	10000	done	2026-07-03 00:37:29 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-10000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step10000_20260703_003720.log
embedding_similarity	v52_fvt_conv5way_step23000	fvt	23000	done	2026-07-03 00:37:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-23000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step23000_20260703_003720.log
family_similarity	v52_mean_conv5way_step2000	mean	2000	done	2026-07-03 00:37:57 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-2000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step2000_20260703_003722.log
embedding_similarity	v52_weighted_fvt_conv5way_step25000	weighted_fvt	25000	done	2026-07-03 00:38:29 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-25000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step25000_20260703_003729.log
