metric	model_key	method	local_step	status	updated_at	out_dir	log_file
embedding_similarity	v52_random_conv5way_step17000	random	17000	done	2026-07-03 00:53:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-17000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step17000_20260703_005056.log
embedding_similarity	v52_fvt_conv5way_step31000	fvt	31000	done	2026-07-03 00:53:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-31000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step31000_20260703_005118.log
family_similarity	v52_random_conv5way_step18000	random	18000	done	2026-07-03 00:53:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-18000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step18000_20260703_005132.log
family_similarity	v52_mean_conv5way_step10000	mean	10000	done	2026-07-03 00:54:14 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-10000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step10000_20260703_005200.log
embedding_similarity	v52_weighted_fvt_conv5way_step33000	weighted_fvt	33000	done	2026-07-03 00:54:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-33000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step33000_20260703_005247.log
embedding_similarity	v52_family_mean_conv5way_step10000	family_mean	10000	done	2026-07-03 00:54:33 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-10000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step10000_20260703_005246.log
family_similarity	v52_weighted_fvt_conv5way_step32000	weighted_fvt	32000	done	2026-07-03 00:54:34 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-32000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step32000_20260703_005245.log
embedding_similarity	v52_mean_conv5way_step11000	mean	11000	done	2026-07-03 00:54:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-11000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step11000_20260703_005245.log
embedding_similarity	v52_random_conv5way_step20000	random	20000	done	2026-07-03 00:54:41 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-20000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step20000_20260703_005311.log
family_similarity	v52_family_mean_conv5way_step9000	family_mean	9000	done	2026-07-03 00:54:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-9000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step9000_20260703_005247.log
family_similarity	v52_fvt_conv5way_step31000	fvt	31000	done	2026-07-03 00:54:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-31000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step31000_20260703_005308.log
family_similarity	v52_fvt_conv5way_step30000	fvt	30000	done	2026-07-03 00:54:49 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step30000_20260703_005301.log
family_similarity	v52_random_conv5way_step17000	random	17000	done	2026-07-03 00:54:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-17000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step17000_20260703_005307.log
embedding_similarity	v52_mean_conv5way_step12000	mean	12000	done	2026-07-03 00:55:49 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-12000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step12000_20260703_005415.log
family_similarity	v52_family_mean_conv5way_step10000	family_mean	10000	done	2026-07-03 00:56:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-10000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step10000_20260703_005433.log
family_similarity	v52_weighted_fvt_conv5way_step33000	weighted_fvt	33000	done	2026-07-03 00:56:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-33000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step33000_20260703_005431.log
embedding_similarity	v52_weighted_fvt_conv5way_step34000	weighted_fvt	34000	done	2026-07-03 00:56:26 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-34000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step34000_20260703_005435.log
family_similarity	v52_random_conv5way_step20000	random	20000	done	2026-07-03 00:56:35 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-20000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step20000_20260703_005441.log
family_similarity	v52_mean_conv5way_step11000	mean	11000	done	2026-07-03 00:56:37 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-11000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step11000_20260703_005440.log
embedding_similarity	v52_fvt_conv5way_step32000	fvt	32000	done	2026-07-03 00:56:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-32000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step32000_20260703_005450.log
embedding_similarity	v52_fvt_conv5way_step33000	fvt	33000	done	2026-07-03 00:56:41 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-33000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step33000_20260703_005447.log
embedding_similarity	v52_family_mean_conv5way_step11000	family_mean	11000	done	2026-07-03 00:56:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-11000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step11000_20260703_005445.log
embedding_similarity	v52_random_conv5way_step19000	random	19000	done	2026-07-03 00:56:45 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-19000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step19000_20260703_005451.log
family_similarity	v52_mean_conv5way_step12000	mean	12000	done	2026-07-03 00:58:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-12000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step12000_20260703_005549.log
embedding_similarity	v52_family_mean_conv5way_step12000	family_mean	12000	done	2026-07-03 00:58:03 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-12000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step12000_20260703_005625.log
embedding_similarity	v52_random_conv5way_step22000	random	22000	done	2026-07-03 00:58:04 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-22000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step22000_20260703_005635.log
embedding_similarity	v52_weighted_fvt_conv5way_step35000	weighted_fvt	35000	done	2026-07-03 00:58:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-35000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step35000_20260703_005626.log
embedding_similarity	v52_mean_conv5way_step13000	mean	13000	done	2026-07-03 00:58:26 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-13000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step13000_20260703_005638.log
family_similarity	v52_weighted_fvt_conv5way_step34000	weighted_fvt	34000	done	2026-07-03 00:58:29 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-34000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step34000_20260703_005626.log
family_similarity	v52_family_mean_conv5way_step11000	family_mean	11000	done	2026-07-03 00:58:37 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-11000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step11000_20260703_005644.log
family_similarity	v52_fvt_conv5way_step32000	fvt	32000	done	2026-07-03 00:58:38 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-32000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step32000_20260703_005639.log
family_similarity	v52_fvt_conv5way_step33000	fvt	33000	done	2026-07-03 00:58:38 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-33000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step33000_20260703_005641.log
family_similarity	v52_random_conv5way_step19000	random	19000	done	2026-07-03 00:58:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-19000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step19000_20260703_005646.log
embedding_similarity	v52_mean_conv5way_step14000	mean	14000	done	2026-07-03 00:59:32 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-14000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step14000_20260703_005802.log
family_similarity	v52_family_mean_conv5way_step12000	family_mean	12000	done	2026-07-03 00:59:55 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-12000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step12000_20260703_005804.log
family_similarity	v52_random_conv5way_step22000	random	22000	done	2026-07-03 00:59:57 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-22000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step22000_20260703_005804.log
embedding_similarity	v52_random_conv5way_step21000	random	21000	done	2026-07-03 01:00:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-21000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step21000_20260703_005840.log
family_similarity	v52_weighted_fvt_conv5way_step35000	weighted_fvt	35000	done	2026-07-03 01:00:02 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-35000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step35000_20260703_005808.log
family_similarity	v52_mean_conv5way_step13000	mean	13000	done	2026-07-03 01:00:09 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-13000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step13000_20260703_005826.log
embedding_similarity	v52_weighted_fvt_conv5way_step36000	weighted_fvt	36000	done	2026-07-03 01:00:17 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-36000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step36000_20260703_005829.log
embedding_similarity	v52_fvt_conv5way_step34000	fvt	34000	done	2026-07-03 01:00:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-34000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step34000_20260703_005838.log
embedding_similarity	v52_fvt_conv5way_step35000	fvt	35000	done	2026-07-03 01:00:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-35000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step35000_20260703_005839.log
embedding_similarity	v52_family_mean_conv5way_step13000	family_mean	13000	done	2026-07-03 01:00:26 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-13000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step13000_20260703_005838.log
embedding_similarity	v52_random_conv5way_step24000	random	24000	done	2026-07-03 01:01:16 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-24000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step24000_20260703_005957.log
embedding_similarity	v52_family_mean_conv5way_step14000	family_mean	14000	done	2026-07-03 01:01:33 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-14000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step14000_20260703_005955.log
family_similarity	v52_mean_conv5way_step14000	mean	14000	done	2026-07-03 01:01:33 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-14000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step14000_20260703_005932.log
family_similarity	v52_random_conv5way_step21000	random	21000	done	2026-07-03 01:01:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-21000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step21000_20260703_010001.log
embedding_similarity	v52_mean_conv5way_step15000	mean	15000	done	2026-07-03 01:01:52 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-15000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step15000_20260703_010010.log
embedding_similarity	v52_weighted_fvt_conv5way_step37000	weighted_fvt	37000	done	2026-07-03 01:01:55 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-37000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step37000_20260703_010003.log
family_similarity	v52_weighted_fvt_conv5way_step36000	weighted_fvt	36000	done	2026-07-03 01:02:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-36000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step36000_20260703_010017.log
family_similarity	v52_fvt_conv5way_step34000	fvt	34000	done	2026-07-03 01:02:04 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-34000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step34000_20260703_010022.log
family_similarity	v52_fvt_conv5way_step35000	fvt	35000	done	2026-07-03 01:02:06 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-35000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step35000_20260703_010022.log
family_similarity	v52_family_mean_conv5way_step13000	family_mean	13000	done	2026-07-03 01:02:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-13000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step13000_20260703_010026.log
family_similarity	v52_random_conv5way_step24000	random	24000	done	2026-07-03 01:02:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-24000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step24000_20260703_010116.log
embedding_similarity	v52_mean_conv5way_step16000	mean	16000	done	2026-07-03 01:02:55 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-16000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step16000_20260703_010134.log
embedding_similarity	v52_random_conv5way_step23000	random	23000	done	2026-07-03 01:03:03 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-23000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step23000_20260703_010149.log
family_similarity	v52_mean_conv5way_step15000	mean	15000	done	2026-07-03 01:03:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-15000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step15000_20260703_010153.log
family_similarity	v52_family_mean_conv5way_step14000	family_mean	14000	done	2026-07-03 01:03:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-14000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step14000_20260703_010133.log
embedding_similarity	v52_weighted_fvt_conv5way_step38000	weighted_fvt	38000	done	2026-07-03 01:03:42 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-38000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step38000_20260703_010201.log
family_similarity	v52_weighted_fvt_conv5way_step37000	weighted_fvt	37000	done	2026-07-03 01:03:43 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-37000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step37000_20260703_010155.log
embedding_similarity	v52_fvt_conv5way_step37000	fvt	37000	done	2026-07-03 01:03:45 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-37000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step37000_20260703_010206.log
embedding_similarity	v52_family_mean_conv5way_step15000	family_mean	15000	done	2026-07-03 01:03:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-15000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step15000_20260703_010211.log
embedding_similarity	v52_fvt_conv5way_step36000	fvt	36000	done	2026-07-03 01:03:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-36000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step36000_20260703_010204.log
embedding_similarity	v52_random_conv5way_step26000	random	26000	done	2026-07-03 01:04:03 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-26000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step26000_20260703_010253.log
family_similarity	v52_mean_conv5way_step16000	mean	16000	done	2026-07-03 01:04:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-16000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step16000_20260703_010256.log
family_similarity	v52_random_conv5way_step23000	random	23000	done	2026-07-03 01:04:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-23000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step23000_20260703_010303.log
embedding_similarity	v52_family_mean_conv5way_step16000	family_mean	16000	done	2026-07-03 01:05:17 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-16000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step16000_20260703_010340.log
embedding_similarity	v52_mean_conv5way_step17000	mean	17000	done	2026-07-03 01:05:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-17000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step17000_20260703_010339.log
embedding_similarity	v52_weighted_fvt_conv5way_step39000	weighted_fvt	39000	done	2026-07-03 01:05:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-39000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step39000_20260703_010344.log
family_similarity	v52_fvt_conv5way_step37000	fvt	37000	done	2026-07-03 01:05:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-37000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step37000_20260703_010346.log
family_similarity	v52_family_mean_conv5way_step15000	family_mean	15000	done	2026-07-03 01:05:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-15000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step15000_20260703_010348.log
family_similarity	v52_fvt_conv5way_step36000	fvt	36000	done	2026-07-03 01:05:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-36000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step36000_20260703_010348.log
