metric	method	language	score_name	score_value	aux	source_file
pos	fvt	yue_Hani	f1	0.45712167394348796	precision=0.483026;recall=0.433855	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	gsw_Latn	f1	0.3353584447144593	precision=0.382271;recall=0.298701	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	sah_Cyrl	f1	0.24596391263057932	precision=0.320942;recall=0.199384	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	uig_Arab	f1	0.5692861427714457	precision=0.571411;recall=0.567177	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	kmr_Latn	f1	0.5556996345632441	precision=0.596633;recall=0.520022	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	pcm_Latn	f1	0.26841344257985367	precision=0.283087;recall=0.255186	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	quc_Latn	f1	0.28102875307036557	precision=0.389156;recall=0.219923	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	san_Deva	f1	0.16763838397695316	precision=0.249642;recall=0.126188	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	gla_Latn	f1	0.3962011445269694	precision=0.455169;recall=0.350760	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	wol_Latn	f1	0.2574981711777615	precision=0.328414;recall=0.211770	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	sme_Latn	f1	0.3109202963783671	precision=0.429747;recall=0.243572	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	hsb_Latn	f1	0.5489559424508761	precision=0.627223;recall=0.488055	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	grc_Grek	f1	0.42462294864128636	precision=0.450642;recall=0.401445	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	hbo_Hebr	f1	0.24973985431841833	precision=0.305202;recall=0.211335	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	grn_Latn	f1	0.136518771331058	precision=0.194175;recall=0.105263	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	lzh_Hani	f1	0.22781008545608433	precision=0.270593;recall=0.196709	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	ajp_Arab	f1	0.463302752293578	precision=0.516184;recall=0.420250	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	nap_Latn	f1	0.30769230769230765	precision=0.500000;recall=0.222222	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	aln_Latn	f1	0.3343599463002448	precision=0.414164;recall=0.280342	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	glv_Latn	f1	0.2723345903325334	precision=0.343896;recall=0.225426	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	lij_Latn	f1	0.40982202341296275	precision=0.466219;recall=0.365597	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	myv_Cyrl	f1	0.4023479869839853	precision=0.496457;recall=0.338232	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	bam_Latn	f1	0.2370363661066075	precision=0.303737;recall=0.194356	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	fvt	xav_Latn	f1	0.08536585365853659	precision=0.114754;recall=0.067961	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_fvt_step4000/checkpoint-4000/test_results.txt
roundtrip_alignment	random	bam_Latn	accuracy	0.0357	pivot=dtp_Latn;samples=7883	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_random_step4000/summary.tsv
roundtrip_alignment	random	dtp_Latn	accuracy	0.0132	pivot=xav_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_random_step4000/summary.tsv
roundtrip_alignment	random	xav_Latn	accuracy	0.0076	pivot=dtp_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_random_step4000/summary.tsv
roundtrip_alignment	mean	bam_Latn	accuracy	0.0409	pivot=dtp_Latn;samples=7883	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_mean_step4000/summary.tsv
roundtrip_alignment	mean	dtp_Latn	accuracy	0.0155	pivot=xav_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_mean_step4000/summary.tsv
roundtrip_alignment	mean	xav_Latn	accuracy	0.009	pivot=dtp_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_mean_step4000/summary.tsv
roundtrip_alignment	fvt	bam_Latn	accuracy	0.0459	pivot=dtp_Latn;samples=7883	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_fvt_step4000/summary.tsv
roundtrip_alignment	fvt	dtp_Latn	accuracy	0.0208	pivot=xav_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_fvt_step4000/summary.tsv
roundtrip_alignment	fvt	xav_Latn	accuracy	0.012	pivot=dtp_Latn;samples=7393	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/roundtrip_alignment/v52_fvt_step4000/summary.tsv
