model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_weighted_fvt_conv5way_step44000	aligned_bible_src_eng	all	300	0.923062	0.067164	0.874708	0.967747
v52_weighted_fvt_conv5way_step44000	aligned_bible_src_eng	v5_target	300	0.923062	0.067164	0.874708	0.967747
v52_weighted_fvt_conv5way_step44000	aligned_tatoeba_src_eng	all	300	0.926905	0.214154	0.853136	0.985016
v52_weighted_fvt_conv5way_step44000	aligned_tatoeba_src_eng	v5_target	300	0.926905	0.214154	0.853136	0.985016
v52_weighted_fvt_conv5way_step44000	roundtrip_eng_pivot	all	300	0.919550	0.019811	0.874708	0.949499
v52_weighted_fvt_conv5way_step44000	roundtrip_eng_pivot	v5_target	300	0.919550	0.019811	0.874708	0.949499
v52_weighted_fvt_conv5way_step44000	roundtrip_src_eng	all	300	0.920134	0.045328	0.874708	0.950200
v52_weighted_fvt_conv5way_step44000	roundtrip_src_eng	v5_target	300	0.920134	0.045328	0.874708	0.950200
v52_weighted_fvt_conv5way_step44000	roundtrip_src_pivot	all	300	0.934320	0.291471	0.880970	0.974764
v52_weighted_fvt_conv5way_step44000	roundtrip_src_pivot	v5_target	300	0.934320	0.291471	0.880970	0.974764
v52_weighted_fvt_conv5way_step44000	same_language_bible_adjacent	all	300	0.978603	0.754738	0.916978	0.997376
v52_weighted_fvt_conv5way_step44000	same_language_bible_adjacent	v5_target	300	0.978603	0.754738	0.916978	0.997376
v52_weighted_fvt_conv5way_step44000	same_language_tatoeba_adjacent	all	300	0.945162	0.367357	0.883998	0.996037
v52_weighted_fvt_conv5way_step44000	same_language_tatoeba_adjacent	v5_target	300	0.945162	0.367357	0.883998	0.996037
