metric	method	local_step	model_key	summary_type	group	pairs	mean_cosine	mean_centered_cosine	source_file
family_similarity	family_mean	50000	v52_family_mean_conv5way_step50000	tail_head_same_macro_family	tail_anchored	1550	0.920625	-0.048653	docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	family_mean	50000	v52_family_mean_conv5way_step50000	tail_tail_different_family	tail_anchored	900	0.907829	0.080517	docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	family_mean	50000	v52_family_mean_conv5way_step50000	tail_tail_same_family	tail_anchored	50	0.945218	0.276524	docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	family_mean	50000	v52_family_mean_conv5way_step50000	tail_tail_same_macro_family	tail_anchored	100	0.934430	0.148157	docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	family_mean	50000	v52_family_mean_conv5way_step50000	tail_within_language	tail_anchored	350	0.954642	0.483659	docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-50000/family_similarity/family_pair_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	aligned_bible_src_eng	all	300	0.916438	0.060449	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	aligned_bible_src_eng	v5_target	300	0.916438	0.060449	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	aligned_tatoeba_src_eng	all	300	0.920667	0.194114	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	aligned_tatoeba_src_eng	v5_target	300	0.920667	0.194114	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_eng_pivot	all	300	0.913848	0.027153	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_eng_pivot	v5_target	300	0.913848	0.027153	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_src_eng	all	300	0.912867	0.037933	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_src_eng	v5_target	300	0.912867	0.037933	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_src_pivot	all	300	0.930426	0.309849	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	roundtrip_src_pivot	v5_target	300	0.930426	0.309849	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	same_language_bible_adjacent	all	300	0.977085	0.757174	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	same_language_bible_adjacent	v5_target	300	0.977085	0.757174	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	same_language_tatoeba_adjacent	all	300	0.942116	0.375385	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	10000	v52_fvt_conv5way_step10000	same_language_tatoeba_adjacent	v5_target	300	0.942116	0.375385	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/embedding_similarity/similarity_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_head_different_family_different_script	tail_anchored	1856	0.901967	-0.065482	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_head_different_family_same_script	tail_anchored	6100	0.906357	-0.041733	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_head_same_family	tail_anchored	1050	0.924109	0.050311	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_head_same_macro_family	tail_anchored	1550	0.917760	-0.050113	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_tail_different_family	tail_anchored	900	0.906658	0.080604	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_tail_same_family	tail_anchored	50	0.942638	0.274402	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_tail_same_macro_family	tail_anchored	100	0.931962	0.150080	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	10000	v52_fvt_conv5way_step10000	tail_within_language	tail_anchored	350	0.950678	0.457848	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-10000/family_similarity/family_pair_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	aligned_bible_src_eng	all	300	0.921412	0.069192	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	aligned_bible_src_eng	v5_target	300	0.921412	0.069192	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	aligned_tatoeba_src_eng	all	300	0.926265	0.199510	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	aligned_tatoeba_src_eng	v5_target	300	0.926265	0.199510	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_eng_pivot	all	300	0.918443	0.030944	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_eng_pivot	v5_target	300	0.918443	0.030944	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_src_eng	all	300	0.918243	0.046423	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_src_eng	v5_target	300	0.918243	0.046423	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_src_pivot	all	300	0.934705	0.308493	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	roundtrip_src_pivot	v5_target	300	0.934705	0.308493	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	same_language_bible_adjacent	all	300	0.978589	0.757391	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	same_language_bible_adjacent	v5_target	300	0.978589	0.757391	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	same_language_tatoeba_adjacent	all	300	0.947259	0.388320	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	20000	v52_fvt_conv5way_step20000	same_language_tatoeba_adjacent	v5_target	300	0.947259	0.388320	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/embedding_similarity/similarity_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_head_different_family_different_script	tail_anchored	1856	0.908494	-0.062626	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_head_different_family_same_script	tail_anchored	6100	0.912595	-0.040082	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_head_same_family	tail_anchored	1050	0.928908	0.052810	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_head_same_macro_family	tail_anchored	1550	0.923407	-0.047302	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_tail_different_family	tail_anchored	900	0.912312	0.072444	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_tail_same_family	tail_anchored	50	0.946127	0.263373	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_tail_same_macro_family	tail_anchored	100	0.936274	0.145894	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	20000	v52_fvt_conv5way_step20000	tail_within_language	tail_anchored	350	0.953751	0.454312	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-20000/family_similarity/family_pair_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	aligned_bible_src_eng	all	300	0.921997	0.071583	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	aligned_bible_src_eng	v5_target	300	0.921997	0.071583	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	aligned_tatoeba_src_eng	all	300	0.926545	0.199337	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	aligned_tatoeba_src_eng	v5_target	300	0.926545	0.199337	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_eng_pivot	all	300	0.918943	0.033906	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_eng_pivot	v5_target	300	0.918943	0.033906	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_src_eng	all	300	0.918870	0.048916	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_src_eng	v5_target	300	0.918870	0.048916	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_src_pivot	all	300	0.935345	0.313072	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	roundtrip_src_pivot	v5_target	300	0.935345	0.313072	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	same_language_bible_adjacent	all	300	0.978759	0.758138	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	same_language_bible_adjacent	v5_target	300	0.978759	0.758138	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	same_language_tatoeba_adjacent	all	300	0.947410	0.388230	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	30000	v52_fvt_conv5way_step30000	same_language_tatoeba_adjacent	v5_target	300	0.947410	0.388230	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity/similarity_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_head_different_family_different_script	tail_anchored	1856	0.908757	-0.063178	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_head_different_family_same_script	tail_anchored	6100	0.912946	-0.040435	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_head_same_family	tail_anchored	1050	0.929130	0.052149	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_head_same_macro_family	tail_anchored	1550	0.923652	-0.047744	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_tail_different_family	tail_anchored	900	0.912755	0.074007	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_tail_same_family	tail_anchored	50	0.946152	0.263738	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_tail_same_macro_family	tail_anchored	100	0.936346	0.145075	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	30000	v52_fvt_conv5way_step30000	tail_within_language	tail_anchored	350	0.953849	0.453786	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/family_similarity/family_pair_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	aligned_bible_src_eng	all	300	0.922053	0.071770	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	aligned_bible_src_eng	v5_target	300	0.922053	0.071770	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	aligned_tatoeba_src_eng	all	300	0.926526	0.198889	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	aligned_tatoeba_src_eng	v5_target	300	0.926526	0.198889	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_eng_pivot	all	300	0.919083	0.035039	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_eng_pivot	v5_target	300	0.919083	0.035039	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_src_eng	all	300	0.918926	0.049348	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_src_eng	v5_target	300	0.918926	0.049348	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_src_pivot	all	300	0.935279	0.312305	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	roundtrip_src_pivot	v5_target	300	0.935279	0.312305	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	same_language_bible_adjacent	all	300	0.978738	0.758067	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	same_language_bible_adjacent	v5_target	300	0.978738	0.758067	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	same_language_tatoeba_adjacent	all	300	0.947531	0.389082	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	40000	v52_fvt_conv5way_step40000	same_language_tatoeba_adjacent	v5_target	300	0.947531	0.389082	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity/similarity_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_head_different_family_different_script	tail_anchored	1856	0.908872	-0.063061	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_head_different_family_same_script	tail_anchored	6100	0.913040	-0.040461	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_head_same_family	tail_anchored	1050	0.929192	0.052415	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_head_same_macro_family	tail_anchored	1550	0.923682	-0.048003	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_tail_different_family	tail_anchored	900	0.912829	0.073814	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_tail_same_family	tail_anchored	50	0.946267	0.265752	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_tail_same_macro_family	tail_anchored	100	0.936412	0.145643	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	40000	v52_fvt_conv5way_step40000	tail_within_language	tail_anchored	350	0.953876	0.454017	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity/family_pair_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	aligned_bible_src_eng	all	300	0.922117	0.070836	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	aligned_bible_src_eng	v5_target	300	0.922117	0.070836	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	aligned_tatoeba_src_eng	all	300	0.926709	0.199467	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	aligned_tatoeba_src_eng	v5_target	300	0.926709	0.199467	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_eng_pivot	all	300	0.919139	0.033689	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_eng_pivot	v5_target	300	0.919139	0.033689	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_src_eng	all	300	0.918969	0.048361	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_src_eng	v5_target	300	0.918969	0.048361	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_src_pivot	all	300	0.935356	0.313143	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	roundtrip_src_pivot	v5_target	300	0.935356	0.313143	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	same_language_bible_adjacent	all	300	0.978777	0.758679	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	same_language_bible_adjacent	v5_target	300	0.978777	0.758679	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	same_language_tatoeba_adjacent	all	300	0.947604	0.388882	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
embedding_similarity	fvt	50000	v52_fvt_conv5way_step50000	same_language_tatoeba_adjacent	v5_target	300	0.947604	0.388882	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/embedding_similarity/similarity_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_head_different_family_different_script	tail_anchored	1856	0.908924	-0.063365	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_head_different_family_same_script	tail_anchored	6100	0.913080	-0.040604	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_head_same_family	tail_anchored	1050	0.929294	0.052253	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_head_same_macro_family	tail_anchored	1550	0.923796	-0.048086	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_tail_different_family	tail_anchored	900	0.912872	0.074254	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_tail_same_family	tail_anchored	50	0.946396	0.266078	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_tail_same_macro_family	tail_anchored	100	0.936563	0.146302	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
family_similarity	fvt	50000	v52_fvt_conv5way_step50000	tail_within_language	tail_anchored	350	0.953962	0.454505	docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-50000/family_similarity/family_pair_summary.tsv
embedding_similarity	mean	10000	v52_mean_conv5way_step10000	aligned_bible_src_eng	all	300	0.917086	0.032586	docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-10000/embedding_similarity/similarity_summary.tsv
embedding_similarity	mean	10000	v52_mean_conv5way_step10000	aligned_bible_src_eng	v5_target	300	0.917086	0.032586	docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-10000/embedding_similarity/similarity_summary.tsv
