model_key	language_script_a	language_script_b	status_a	status_b	family_a	family_b	script_a	script_b	cosine
v52_random_conv5way_step9000	ara_Arab	ara_Arab	head	head	Semitic	Semitic	Arab	Arab	1.000000
v52_random_conv5way_step9000	ara_Arab	bam_Latn	head	tail	Semitic	Mande	Arab	Latn	-0.205566
v52_random_conv5way_step9000	ara_Arab	cat_Latn	head	head	Semitic	Romance	Arab	Latn	-0.183009
v52_random_conv5way_step9000	ara_Arab	ces_Latn	head	head	Semitic	Slavic	Arab	Latn	-0.075838
v52_random_conv5way_step9000	ara_Arab	cmn_Hani	head	head	Semitic	Sinitic	Arab	Hani	0.116731
v52_random_conv5way_step9000	ara_Arab	csb_Latn	head	tail	Semitic	Slavic	Arab	Latn	-0.142871
v52_random_conv5way_step9000	ara_Arab	deu_Latn	head	head	Semitic	Germanic	Arab	Latn	-0.064073
v52_random_conv5way_step9000	ara_Arab	dtp_Latn	head	tail	Semitic	Austronesian	Arab	Latn	-0.021911
v52_random_conv5way_step9000	ara_Arab	ell_Grek	head	head	Semitic	Hellenic	Arab	Grek	0.158358
v52_random_conv5way_step9000	ara_Arab	eng_Latn	head	head	Semitic	Germanic	Arab	Latn	0.013971
v52_random_conv5way_step9000	ara_Arab	epo_Latn	head	head	Semitic	Constructed	Arab	Latn	-0.202337
v52_random_conv5way_step9000	ara_Arab	est_Latn	head	head	Semitic	Uralic	Arab	Latn	-0.087953
v52_random_conv5way_step9000	ara_Arab	fin_Latn	head	head	Semitic	Uralic	Arab	Latn	0.012136
v52_random_conv5way_step9000	ara_Arab	fra_Latn	head	head	Semitic	Romance	Arab	Latn	-0.081145
v52_random_conv5way_step9000	ara_Arab	fur_Latn	head	tail	Semitic	Romance	Arab	Latn	-0.161945
v52_random_conv5way_step9000	ara_Arab	hau_Latn	head	head	Semitic	Afro-Asiatic	Arab	Latn	0.046947
v52_random_conv5way_step9000	ara_Arab	heb_Hebr	head	head	Semitic	Semitic	Arab	Hebr	0.572914
v52_random_conv5way_step9000	ara_Arab	hrv_Latn	head	head	Semitic	Slavic	Arab	Latn	0.053815
v52_random_conv5way_step9000	ara_Arab	hun_Latn	head	head	Semitic	Uralic	Arab	Latn	0.005052
v52_random_conv5way_step9000	ara_Arab	ile_Latn	head	tail	Semitic	Constructed	Arab	Latn	-0.268380
v52_random_conv5way_step9000	ara_Arab	ind_Latn	head	head	Semitic	Austronesian	Arab	Latn	0.198870
