model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_random_conv5way_step3000	aligned_bible_src_eng	all	300	0.909967	-0.009076	0.868346	0.971713
v52_random_conv5way_step3000	aligned_bible_src_eng	v5_target	300	0.909967	-0.009076	0.868346	0.971713
v52_random_conv5way_step3000	aligned_tatoeba_src_eng	all	300	0.913146	0.148003	0.830314	0.983833
v52_random_conv5way_step3000	aligned_tatoeba_src_eng	v5_target	300	0.913146	0.148003	0.830314	0.983833
v52_random_conv5way_step3000	roundtrip_eng_pivot	all	300	0.907680	-0.035304	0.867098	0.939838
v52_random_conv5way_step3000	roundtrip_eng_pivot	v5_target	300	0.907680	-0.035304	0.867098	0.939838
v52_random_conv5way_step3000	roundtrip_src_eng	all	300	0.906057	-0.033890	0.863111	0.946787
v52_random_conv5way_step3000	roundtrip_src_eng	v5_target	300	0.906057	-0.033890	0.863111	0.946787
v52_random_conv5way_step3000	roundtrip_src_pivot	all	300	0.942243	0.413929	0.886835	0.983774
v52_random_conv5way_step3000	roundtrip_src_pivot	v5_target	300	0.942243	0.413929	0.886835	0.983774
v52_random_conv5way_step3000	same_language_bible_adjacent	all	300	0.975767	0.738977	0.917603	0.997620
v52_random_conv5way_step3000	same_language_bible_adjacent	v5_target	300	0.975767	0.738977	0.917603	0.997620
v52_random_conv5way_step3000	same_language_tatoeba_adjacent	all	300	0.939558	0.348846	0.855960	0.999241
v52_random_conv5way_step3000	same_language_tatoeba_adjacent	v5_target	300	0.939558	0.348846	0.855960	0.999241
