model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_weighted_fvt_conv5way_step37000	aligned_bible_src_eng	all	300	0.922595	0.069331	0.876859	0.969531
v52_weighted_fvt_conv5way_step37000	aligned_bible_src_eng	v5_target	300	0.922595	0.069331	0.876859	0.969531
v52_weighted_fvt_conv5way_step37000	aligned_tatoeba_src_eng	all	300	0.926214	0.210304	0.854175	0.984252
v52_weighted_fvt_conv5way_step37000	aligned_tatoeba_src_eng	v5_target	300	0.926214	0.210304	0.854175	0.984252
v52_weighted_fvt_conv5way_step37000	roundtrip_eng_pivot	all	300	0.918820	0.022736	0.876859	0.947690
v52_weighted_fvt_conv5way_step37000	roundtrip_eng_pivot	v5_target	300	0.918820	0.022736	0.876859	0.947690
v52_weighted_fvt_conv5way_step37000	roundtrip_src_eng	all	300	0.919665	0.047360	0.876859	0.948359
v52_weighted_fvt_conv5way_step37000	roundtrip_src_eng	v5_target	300	0.919665	0.047360	0.876859	0.948359
v52_weighted_fvt_conv5way_step37000	roundtrip_src_pivot	all	300	0.934490	0.297481	0.881919	0.974428
v52_weighted_fvt_conv5way_step37000	roundtrip_src_pivot	v5_target	300	0.934490	0.297481	0.881919	0.974428
v52_weighted_fvt_conv5way_step37000	same_language_bible_adjacent	all	300	0.978819	0.758749	0.918481	0.997361
v52_weighted_fvt_conv5way_step37000	same_language_bible_adjacent	v5_target	300	0.978819	0.758749	0.918481	0.997361
v52_weighted_fvt_conv5way_step37000	same_language_tatoeba_adjacent	all	300	0.945139	0.372203	0.879376	0.995797
v52_weighted_fvt_conv5way_step37000	same_language_tatoeba_adjacent	v5_target	300	0.945139	0.372203	0.879376	0.995797
