model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_weighted_fvt_conv5way_step14000	aligned_bible_src_eng	all	300	0.916727	0.048609	0.867902	0.967502
v52_weighted_fvt_conv5way_step14000	aligned_bible_src_eng	v5_target	300	0.916727	0.048609	0.867902	0.967502
v52_weighted_fvt_conv5way_step14000	aligned_tatoeba_src_eng	all	300	0.918028	0.182488	0.841810	0.981184
v52_weighted_fvt_conv5way_step14000	aligned_tatoeba_src_eng	v5_target	300	0.918028	0.182488	0.841810	0.981184
v52_weighted_fvt_conv5way_step14000	roundtrip_eng_pivot	all	300	0.914012	0.009044	0.867902	0.945896
v52_weighted_fvt_conv5way_step14000	roundtrip_eng_pivot	v5_target	300	0.914012	0.009044	0.867902	0.945896
v52_weighted_fvt_conv5way_step14000	roundtrip_src_eng	all	300	0.913326	0.027086	0.867902	0.945896
v52_weighted_fvt_conv5way_step14000	roundtrip_src_eng	v5_target	300	0.913326	0.027086	0.867902	0.945896
v52_weighted_fvt_conv5way_step14000	roundtrip_src_pivot	all	300	0.930008	0.292866	0.873076	0.977344
v52_weighted_fvt_conv5way_step14000	roundtrip_src_pivot	v5_target	300	0.930008	0.292866	0.873076	0.977344
v52_weighted_fvt_conv5way_step14000	same_language_bible_adjacent	all	300	0.977135	0.755300	0.917780	0.997334
v52_weighted_fvt_conv5way_step14000	same_language_bible_adjacent	v5_target	300	0.977135	0.755300	0.917780	0.997334
v52_weighted_fvt_conv5way_step14000	same_language_tatoeba_adjacent	all	300	0.942015	0.374564	0.881790	0.995265
v52_weighted_fvt_conv5way_step14000	same_language_tatoeba_adjacent	v5_target	300	0.942015	0.374564	0.881790	0.995265
