model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_mean_conv5way_step30000	aligned_bible_src_eng	all	300	0.922600	0.054462	0.880619	0.961061
v52_mean_conv5way_step30000	aligned_bible_src_eng	v5_target	300	0.922600	0.054462	0.880619	0.961061
v52_mean_conv5way_step30000	aligned_tatoeba_src_eng	all	300	0.925442	0.195137	0.858803	0.983422
v52_mean_conv5way_step30000	aligned_tatoeba_src_eng	v5_target	300	0.925442	0.195137	0.858803	0.983422
v52_mean_conv5way_step30000	roundtrip_eng_pivot	all	300	0.919672	0.028536	0.880619	0.951124
v52_mean_conv5way_step30000	roundtrip_eng_pivot	v5_target	300	0.919672	0.028536	0.880619	0.951124
v52_mean_conv5way_step30000	roundtrip_src_eng	all	300	0.920198	0.034043	0.880619	0.951124
v52_mean_conv5way_step30000	roundtrip_src_eng	v5_target	300	0.920198	0.034043	0.880619	0.951124
v52_mean_conv5way_step30000	roundtrip_src_pivot	all	300	0.938081	0.316284	0.891738	0.979940
v52_mean_conv5way_step30000	roundtrip_src_pivot	v5_target	300	0.938081	0.316284	0.891738	0.979940
v52_mean_conv5way_step30000	same_language_bible_adjacent	all	300	0.979057	0.748032	0.922901	0.997685
v52_mean_conv5way_step30000	same_language_bible_adjacent	v5_target	300	0.979057	0.748032	0.922901	0.997685
v52_mean_conv5way_step30000	same_language_tatoeba_adjacent	all	300	0.945748	0.379492	0.878671	0.998628
v52_mean_conv5way_step30000	same_language_tatoeba_adjacent	v5_target	300	0.945748	0.379492	0.878671	0.998628
