model_key	pair_type	group	pairs	mean_cosine	mean_centered_cosine	min_cosine	max_cosine
v52_fvt_conv5way_step14000	aligned_bible_src_eng	all	300	0.916877	0.053926	0.868287	0.966865
v52_fvt_conv5way_step14000	aligned_bible_src_eng	v5_target	300	0.916877	0.053926	0.868287	0.966865
v52_fvt_conv5way_step14000	aligned_tatoeba_src_eng	all	300	0.920948	0.189254	0.849247	0.982151
v52_fvt_conv5way_step14000	aligned_tatoeba_src_eng	v5_target	300	0.920948	0.189254	0.849247	0.982151
v52_fvt_conv5way_step14000	roundtrip_eng_pivot	all	300	0.913677	0.015488	0.868287	0.946098
v52_fvt_conv5way_step14000	roundtrip_eng_pivot	v5_target	300	0.913677	0.015488	0.868287	0.946098
v52_fvt_conv5way_step14000	roundtrip_src_eng	all	300	0.913440	0.031527	0.868287	0.946098
v52_fvt_conv5way_step14000	roundtrip_src_eng	v5_target	300	0.913440	0.031527	0.868287	0.946098
v52_fvt_conv5way_step14000	roundtrip_src_pivot	all	300	0.931181	0.309702	0.868937	0.978752
v52_fvt_conv5way_step14000	roundtrip_src_pivot	v5_target	300	0.931181	0.309702	0.868937	0.978752
v52_fvt_conv5way_step14000	same_language_bible_adjacent	all	300	0.977512	0.758355	0.915851	0.997334
v52_fvt_conv5way_step14000	same_language_bible_adjacent	v5_target	300	0.977512	0.758355	0.915851	0.997334
v52_fvt_conv5way_step14000	same_language_tatoeba_adjacent	all	300	0.944671	0.387983	0.873370	0.995467
v52_fvt_conv5way_step14000	same_language_tatoeba_adjacent	v5_target	300	0.944671	0.387983	0.873370	0.995467
